Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000011139	CCDC85C	coiled-coil domain containing 85C [Source:NCBI gene;Acc:423447]	5	48214228	48312719	-1	protein_coding	-0.320468734267491	1.82863690632457	0.997085204332706	0.318016832478684	0.439326777418135
ENSGALG00000011141	ITGB6	integrin subunit beta 6 [Source:NCBI gene;Acc:424191]	7	21793549	21822090	1	protein_coding	1.53926758528916	-0.653764515378748	1.2904927559875	0.255957161870693	0.373154418853381
ENSGALG00000011149	PLA2R1	phospholipase A2 receptor 1 [Source:NCBI gene;Acc:404304]	7	21828489	21864267	1	protein_coding	1.04125744325454	3.93461373359479	46.874150163078	7.5694560312779e-12	1.02969080365779e-10
ENSGALG00000011153	LY75	lymphocyte antigen 75 [Source:NCBI gene;Acc:424192]	7	21882268	21921613	1	protein_coding	-0.364963571550337	1.97302772956352	1.451431228129	0.228298438642333	0.345467094363742
ENSGALG00000011155	ARV1	ARV1 homolog, fatty acid homeostasis modulator [Source:NCBI gene;Acc:421546]	3	40666273	40675811	1	protein_coding	-0.00950474077224554	2.65965328434582	0.00167516628193048	0.967352661372805	0.977261284057819
ENSGALG00000011162	CYP46A1	cytochrome P450 family 46 subfamily A member 1 [Source:NCBI gene;Acc:423450]	5	48358544	48373872	1	protein_coding	0.468561370430583	2.38803842353041	3.23309335830474	0.0721642574623385	0.143293479278431
ENSGALG00000011164		chimerin 2 [Source:NCBI gene;Acc:428437]	2	33620223	33781928	1	protein_coding	-0.492878914134677	3.0467044937515	5.9904474965351	0.014383553005985	0.0396753894644283
ENSGALG00000011168	C12orf29	chromosome 1 C12orf29 homolog [Source:NCBI gene;Acc:417886]	1	42829927	42836694	1	protein_coding	-0.0482502497658144	2.67662897614636	0.0437574277701223	0.834305568959275	0.890881194575555
ENSGALG00000011169	PDCD2	glyceronephosphate O-acyltransferase [Source:NCBI gene;Acc:421548]	3	40770761	40792143	1	protein_coding	-0.074080720576624	6.08058852002709	1.15737247337604	0.282011133574175	0.401190916740473
ENSGALG00000011170	WIPF3	WAS/WASL interacting protein family member 3 [Source:NCBI gene;Acc:420634]	2	33838517	33863336	1	protein_coding	-0.0251877651860303	0.616324908303729	0.0020560066945603	0.963833746225365	0.975069581188134
ENSGALG00000011171	TBP	TATA-box binding protein [Source:NCBI gene;Acc:395995]	3	40793364	40804578	-1	protein_coding	-0.158823521283889	5.24750294789157	2.9983673323105	0.0833484707613241	0.161907578796797
ENSGALG00000011172		myosin-X-like [Source:NCBI gene;Acc:429030]	7	21930914	21996451	-1	protein_coding	0.205219522715758	3.01364622663069	1.00968925108596	0.314977296337666	0.436601037816496
ENSGALG00000011174	PSMB1	proteasome subunit beta 1 [Source:NCBI gene;Acc:421551]	3	40804438	40810410	1	protein_coding	-0.0820756543042733	7.97938845732427	5.03354686904576	0.0248609349540639	0.0616982177428177
ENSGALG00000011175	TMEM150C	transmembrane protein 150C [Source:NCBI gene;Acc:422599]	4	46379729	46397571	1	protein_coding	-0.2106494753556	4.84002369508486	3.97050664156847	0.0463038385294849	0.101656374471827
ENSGALG00000011176	SCRN1	secernin 1 [Source:NCBI gene;Acc:420635]	2	33867648	33902516	-1	protein_coding	0.593963496009835	4.16558448491875	18.9313793266505	1.35505385731112e-05	8.45903198482407e-05
ENSGALG00000011180	FAM120B	family with sequence similarity 120B [Source:NCBI gene;Acc:421552]	3	40837462	40916045	-1	protein_coding	-0.1834490184874	3.99350453189228	1.65668058381866	0.198052101376103	0.316495592161081
ENSGALG00000011181	FKBP14	FK506 binding protein 14 [Source:NCBI gene;Acc:420636]	2	33912328	33919576	-1	protein_coding	0.807187077306108	7.44418418809001	325.022448702391	1.16661975450055e-72	1.35737449520984e-70
ENSGALG00000011182	DLL1	delta like canonical Notch ligand 1 [Source:NCBI gene;Acc:395820]	3	40917808	40929676	1	protein_coding	-0.38684964851041	1.8586950564028	1.4868306605352	0.222708852586269	0.338630157199503
ENSGALG00000011184	HNRNPD	heterogeneous nuclear ribonucleoprotein D [Source:NCBI gene;Acc:422602]	4	46406249	46416007	1	protein_coding	0.0642644514941396	6.61736694372528	1.25081239135081	0.263397371654992	0.381004768389188
ENSGALG00000011185	PLEKHA8	pleckstrin homology domain containing A8 [Source:NCBI gene;Acc:420637]	2	33920266	33940447	1	protein_coding	0.184445256326881	3.39831224053329	1.0822518937874	0.298194337689322	0.419682340922419
ENSGALG00000011186	ERMARD	ER membrane associated RNA degradation [Source:NCBI gene;Acc:421553]	3	41197504	41213936	-1	protein_coding	0.457012176300846	3.19537993849756	5.63606481821809	0.0175946553792283	0.046102718227748
ENSGALG00000011189	DYNLT2	t-complex-associated-testis-expressed 3 [Source:NCBI gene;Acc:421555]	3	41213958	41220324	1	protein_coding	-0.855984262037578	3.07260594103301	18.0378949793415	2.16551158949394e-05	0.000130204509369407
ENSGALG00000011190	PLAC8	Placenta-specific gene 8-like 2 [Source:NCBI gene;Acc:100857411]	4	46423727	46424857	-1	protein_coding	-0.312002350401146	7.98664686086079	73.0462145086498	1.26649279957765e-17	2.65866252379668e-16
ENSGALG00000011192	PHF10	PHD finger protein 10 [Source:NCBI gene;Acc:100857350]	3	41221513	41238416	1	protein_coding	-0.156497860224309	4.87352318601981	2.24339608693914	0.134185980226882	0.231651684168745
ENSGALG00000011193	C3H6orf120	chromosome 3 C6orf120 homolog [Source:NCBI gene;Acc:421557]	3	41238384	41241039	-1	protein_coding	-0.0688933606887155	4.69132530510014	0.382367709897563	0.536338794194149	0.646241863181823
ENSGALG00000011200	THBS2	thrombospondin 2 [Source:NCBI gene;Acc:414837]	3	41431874	41463697	1	protein_coding	3.9709672316356	0.651071206486704	25.2660074660327	4.99433445150393e-07	3.97547568384996e-06
ENSGALG00000011202	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase [Source:HGNC Symbol;Acc:HGNC:2226]	2	33952599	33970922	-1	protein_coding	0.633169214884592	-0.49330003057568	0.248819558015846	0.617907492054114	0.717696316536036
ENSGALG00000011203	HPSE	heparanase [Source:NCBI gene;Acc:373981]	4	46439548	46444745	-1	protein_coding	-1.42808366401987	0.346244147087521	4.5109862079487	0.0336778173187744	0.0793998267878186
ENSGALG00000011205	SMOC2	SPARC related modular calcium binding 2 [Source:NCBI gene;Acc:421559]	3	41691462	41825582	-1	protein_coding	2.27248571445229	0.468214699565861	10.4625345767014	0.00121820019745051	0.00477973613818374
ENSGALG00000011206	KITLG	KIT ligand [Source:NCBI gene;Acc:396028]	1	43015486	43066975	-1	protein_coding	1.03435264106657	1.66814357189614	8.36094396601986	0.00383371363478452	0.0128145861930435
ENSGALG00000011207	DUSP6	dual specificity phosphatase 6 [Source:NCBI gene;Acc:374272]	1	43322569	43326909	-1	protein_coding	0.430312089357455	3.13526204955429	4.79056884150145	0.0286159745903634	0.0695032009981801
ENSGALG00000011208	HELQ	helicase, POLQ-like [Source:NCBI gene;Acc:422606]	4	46447365	46463696	-1	protein_coding	-0.437646596418019	1.63382126721456	1.58022310005791	0.208728560662575	0.327856422226998
ENSGALG00000011209	EVL	Enah/Vasp-like [Source:NCBI gene;Acc:423453]	5	48603440	48669491	1	protein_coding	-0.725874338176195	5.21898502167867	60.3562909902382	7.91511828896422e-15	1.3719120241902e-13
ENSGALG00000011210	FAM175A	family with sequence similarity 175 member A [Source:NCBI gene;Acc:422608]	4	46465724	46472824	-1	protein_coding	-0.297824032115148	4.3141014740873	5.47887767476335	0.0192476132272699	0.0497810971287658
ENSGALG00000011211	HACL1	2-hydroxyacyl-CoA lyase 1 [Source:NCBI gene;Acc:420638]	2	33996462	34016729	-1	protein_coding	0.191612299711109	3.41357676511308	1.18064143945347	0.277225449924572	0.396393612998437
ENSGALG00000011213	DEGS2	delta 4-desaturase, sphingolipid 2 [Source:NCBI gene;Acc:423454]	5	48671881	48687922	-1	protein_coding	1.53926685187184	-0.653764900005299	1.29049227409274	0.255957250638938	0.373154418853381
ENSGALG00000011214	SERPINH1	serpin family H member 1 [Source:NCBI gene;Acc:396228]	1	196648341	196655118	-1	protein_coding	-0.301599143067449	7.36342321506113	45.478088735667	1.5435596983932e-11	2.0388783117544e-10
ENSGALG00000011216	BTD	biotinidase [Source:NCBI gene;Acc:420639]	2	34016956	34027642	1	protein_coding	0.0409350405049369	2.70171499286853	0.0320326375633661	0.857956044319339	0.906615000649334
ENSGALG00000011221	GPAT3	glycerol-3-phosphate acyltransferase 3 [Source:NCBI gene;Acc:422610]	4	46506402	46524029	1	protein_coding	-0.114838463934898	6.54251870883016	3.8095055612043	0.050962492197238	0.108039693188834
ENSGALG00000011224	SLC4A3	solute carrier family 4 member 3 [Source:NCBI gene;Acc:424194]	7	22000489	22026477	-1	protein_coding	0.294418491843932	3.58966184295005	3.14986559393315	0.0759332172878718	0.149690266308121
ENSGALG00000011226	ANKRD28	ankyrin repeat domain 28 [Source:NCBI gene;Acc:420640]	2	34034015	34140082	-1	protein_coding	0.197899010256241	2.50669288948584	0.642193893899823	0.422917471240494	0.54481135252736
ENSGALG00000011227	CDS1	CDP-diacylglycerol synthase 1 [Source:NCBI gene;Acc:422611]	4	46806174	46831897	1	protein_coding	-0.0944820676790366	-0.571301592807669	0.0048195405488034	0.944652992703019	0.962249728767518
ENSGALG00000011228	WARS1	tryptophanyl-tRNA synthetase [Source:NCBI gene;Acc:423458]	5	48761498	48777907	-1	protein_coding	0.0620485115741318	4.41104898039028	0.253903447449808	0.614339852888097	0.717232597249906
ENSGALG00000011229	SERBP1	SERPINE1 mRNA binding protein 1 [Source:NCBI gene;Acc:424706]	8	29018004	29036076	-1	protein_coding	0.0967027943427826	9.83151672602419	21.5411309357701	3.46320584373709e-06	2.41671460181086e-05
ENSGALG00000011236	BEGAIN	brain enriched guanylate kinase associated [Source:NCBI gene;Acc:428909]	5	48857109	49002559	-1	protein_coding	-0.866068325317916	0.0136639242773192	1.14959277198012	0.283634412919248	0.402453966825652
ENSGALG00000011238	WLS	wntless Wnt ligand secretion mediator [Source:NCBI gene;Acc:424707]	8	29072809	29096474	-1	protein_coding	-0.41113432619088	5.9723615506134	33.0261088526927	9.09295530100922e-09	8.95136382782519e-08
ENSGALG00000011239	OXNAD1	oxidoreductase NAD binding domain containing 1 [Source:NCBI gene;Acc:420644]	2	34296808	34317152	1	protein_coding	0.266212662741911	5.03514345892579	7.17880574646774	0.00737697955122977	0.0224054499727298
ENSGALG00000011241	RFTN1	raftlin, lipid raft linker 1 [Source:NCBI gene;Acc:395109]	2	34320041	34414155	-1	protein_coding	-0.0154129582487703	3.83620227230458	0.0104325401994947	0.918645704706187	0.948567605019974
ENSGALG00000011242	OBSL1	obscurin like 1 [Source:NCBI gene;Acc:424198]	7	22058182	22070812	1	protein_coding	4.4575385948063	0.0136517468106408	14.1942168892279	0.000164876464459576	0.000821158619473695
ENSGALG00000011243	DAZL	deleted in azoospermia like [Source:NCBI gene;Acc:374054]	2	34429595	34442888	-1	protein_coding	0.0782018973438702	7.74423466346711	3.91269890597543	0.047922578671339	0.10467929756909
ENSGALG00000011244	DLK1	delta like non-canonical Notch ligand 1 [Source:NCBI gene;Acc:423459]	5	49134545	49144769	1	protein_coding	-1.2081026516288	0.116759128718931	2.49548266643257	0.114173368275366	0.202426797469193
ENSGALG00000011248	PLCL2	phospholipase C like 2 [Source:NCBI gene;Acc:420645]	2	34519722	34632243	1	protein_coding	-0.179066918602317	3.89178972775979	1.46787978654087	0.225680513762915	0.342451029303166
ENSGALG00000011250	ASIC4	acid sensing ion channel subunit family member 4 [Source:NCBI gene;Acc:769191]	7	22086695	22105857	-1	protein_coding	1.65276616695041	0.388047208734827	5.747124419392	0.0165156696534165	0.0438320502303848
ENSGALG00000011251	TBC1D5	TBC1 domain family member 5 [Source:NCBI gene;Acc:420646]	2	34651269	34954644	-1	protein_coding	-0.897532528330226	3.80576376938454	33.660578553066	6.56170647810626e-09	6.55391632429663e-08
ENSGALG00000011254	SATB1	SATB homeobox 1 [Source:NCBI gene;Acc:420647]	2	35150112	35241163	-1	protein_coding	0.184005250635153	2.38804914091832	0.507308162194888	0.476306459611882	0.595015847946906
ENSGALG00000011255	MCCC2L	methylcrotonoyl-Coenzyme A carboxylase 2-like [Source:NCBI gene;Acc:429115]	8	29113515	29124276	1	protein_coding	-0.00147941361097355	2.15359077961691	2.75060289867124e-05	0.995815418615718	0.996726753308329
ENSGALG00000011259	RPE65	RPE65, retinoid isomerohydrolase [Source:NCBI gene;Acc:395700]	8	29124295	29130623	-1	protein_coding	-3.97473855171354	-0.21765843545488	10.4076656310913	0.00125493280672058	0.00486883145081317
ENSGALG00000011270	KERA	keratocan [Source:NCBI gene;Acc:373995]	1	44000044	44009051	-1	protein_coding	-0.920017190087146	0.165667591830212	1.58520323592092	0.208012798494876	0.326872748610837
ENSGALG00000011271	LUM	lumican [Source:NCBI gene;Acc:417891]	1	44018283	44031180	-1	protein_coding	-0.681471861965677	3.71005466928505	18.39450963327	1.79574661913129e-05	0.000109721121639323
ENSGALG00000011272	RAB5A	RAB5A, member RAS oncogene family [Source:NCBI gene;Acc:420649]	2	35764554	35781496	1	protein_coding	-0.234399949143012	5.93131658457019	10.4672970239103	0.00121506370025584	0.00477168821892211
ENSGALG00000011274	DCN	decorin [Source:NCBI gene;Acc:417892]	1	44050178	44202174	-1	protein_coding	-0.766016739249691	7.79578243845197	381.92487120604	4.74121103613829e-85	6.73436689639538e-83
ENSGALG00000011275	DEPDC1	DEP domain containing 1 [Source:NCBI gene;Acc:424710]	8	29133310	29143643	-1	protein_coding	0.0337126259832686	2.88082274022954	0.0248472350195992	0.874748317226279	0.919471341150947
ENSGALG00000011278	KAT2B	lysine acetyltransferase 2B [Source:NCBI gene;Acc:428441]	2	35794568	35834790	1	protein_coding	-0.167380183252811	3.12914651416105	0.738153536668191	0.390253008896725	0.512583798550169
ENSGALG00000011280	EEA1	early endosome antigen 1 [Source:NCBI gene;Acc:417896]	1	44655033	44720507	-1	protein_coding	0.0480195122083871	4.68082586644361	0.183949459866577	0.668000878768464	0.756150446190301
ENSGALG00000011281	SGO1	shugoshin 1 [Source:NCBI gene;Acc:420650]	2	35837240	35842547	-1	protein_coding	-0.129580216120165	4.23606866340616	0.981932686650537	0.321722122323609	0.442593294410105
ENSGALG00000011283		zinc finger protein 385D [Source:NCBI gene;Acc:420651]	2	36200600	36598490	-1	protein_coding	0.370613760241864	3.64244341500381	5.16055944406943	0.0231054536163784	0.0578933210085522
ENSGALG00000011284	LRRC7	leucine rich repeat containing 7 [Source:NCBI gene;Acc:424711]	8	29260098	29332676	1	protein_coding	1.25649924983737	-0.156267967649718	1.71931317105433	0.18978147892997	0.305690938830621
ENSGALG00000011285		nudix hydrolase 4 [Source:NCBI gene;Acc:417897]	1	44855280	44869564	1	protein_coding	0.0744901474344813	3.18358125200177	0.151534886483579	0.697072860013883	0.780256459929571
ENSGALG00000011286	UBE2E1	ubiquitin conjugating enzyme E2 E1 [Source:NCBI gene;Acc:420653]	2	37076403	37120914	1	protein_coding	0.287169365114288	4.98833049278728	8.07585953119375	0.00448588243596779	0.0146585288921959
ENSGALG00000011288	DACT2	dishevelled binding antagonist of beta catenin 2 [Source:NCBI gene;Acc:421561]	3	41973928	41987008	1	protein_coding	-0.094481442034223	-0.571301264704251	0.00481949806490256	0.944653236251848	0.962249728767518
ENSGALG00000011289	NKIRAS1	NFKB inhibitor interacting Ras like 1 [Source:NCBI gene;Acc:420654]	2	37124668	37133561	-1	protein_coding	0.661005672484292	3.92403589631996	19.6150661274992	9.47193393646484e-06	6.07949186990117e-05
ENSGALG00000011290	RPL15	ribosomal protein L15 [Source:NCBI gene;Acc:428442]	2	37133710	37139279	1	protein_coding	-0.139963245296052	11.9178148802696	323.962059799256	1.98561546279345e-72	2.28596592806021e-70
ENSGALG00000011291	NR1D2	nuclear receptor subfamily 1 group D member 2 [Source:NCBI gene;Acc:396125]	2	37152397	37175363	1	protein_coding	-0.326403833289955	2.53490970003599	1.798869861404	0.179849183192953	0.294198402121048
ENSGALG00000011294	THRB	thyroid hormone receptor beta [Source:NCBI gene;Acc:396431]	2	37209656	37257267	-1	protein_coding	0.787910018462849	0.0661253627876584	0.995171939890805	0.318481584081501	0.439394681935785
ENSGALG00000011296		FERM domain containing 1 [Source:NCBI gene;Acc:421562]	3	42134063	42159856	1	protein_coding	-1.29914831465488	1.76659670837427	14.5264156803226	0.000138207942871943	0.000700887851296185
ENSGALG00000011297	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:NCBI gene;Acc:417900]	1	44934717	45010543	1	protein_coding	-0.25641454545208	3.77450143203859	2.76654125445895	0.0962539405450587	0.179804630534496
ENSGALG00000011298	RARB	retinoic acid receptor beta [Source:NCBI gene;Acc:396266]	2	37462364	37785654	1	protein_coding	-0.0425698663721183	4.95922133167254	0.176025912891933	0.674810990279259	0.762438822384737
ENSGALG00000011299	KIF25	kinesin family member 25 [Source:NCBI gene;Acc:421563]	3	42171065	42196994	-1	protein_coding	0.5588003125599	2.56253041897245	5.21500822250103	0.0223927410731423	0.0567971728007785
ENSGALG00000011301	LRRC40	leucine rich repeat containing 40 [Source:NCBI gene;Acc:424713]	8	29340044	29355899	-1	protein_coding	-0.312132043061746	4.69346298129817	7.85998810793472	0.00505407249011572	0.016296105785494
ENSGALG00000011304	NGLY1	N-glycanase 1 [Source:NCBI gene;Acc:420655]	2	37862138	37881702	-1	protein_coding	-0.245023761216044	3.30863909021243	1.80373244833211	0.179261914257041	0.293413282883756
ENSGALG00000011305	SRSF11	serine and arginine rich splicing factor 11 [Source:NCBI gene;Acc:424714]	8	29357735	29375787	1	protein_coding	0.120253356678828	7.18123082633454	6.37938365029279	0.0115453518711508	0.0328063168133998
ENSGALG00000011306	DES	desmin [Source:NCBI gene;Acc:395906]	7	22170600	22175002	-1	protein_coding	-1.27957965906324	4.62532944420937	117.62026446544	2.0997428319802e-27	7.04444397342559e-26
ENSGALG00000011309		plexin C1 [Source:NCBI gene;Acc:417901]	1	45094960	45161493	1	protein_coding	-0.871092352977297	0.388061451398733	1.86776649196462	0.17173110530493	0.283035950774579
ENSGALG00000011312	OXSM	3-oxoacyl-ACP synthase, mitochondrial [Source:NCBI gene;Acc:420656]	2	37881673	37888175	1	protein_coding	-0.173120825439416	2.85869623479351	0.646411649494605	0.421398537536563	0.54315212263765
ENSGALG00000011314	LRRC3B	leucine rich repeat containing 3B [Source:NCBI gene;Acc:420657]	2	38121822	38167107	1	protein_coding	-0.467721764752149	1.14142209829296	1.17672062742313	0.278024623183619	0.396758990938506
ENSGALG00000011318	DNPEP	aspartyl aminopeptidase [Source:NCBI gene;Acc:424200]	7	22139888	22185035	1	protein_coding	-0.0122750427746779	6.50314589859015	0.0423131263693421	0.837024050202255	0.893037951132773
ENSGALG00000011319	ADGRL3	adhesion G protein-coupled receptor L3 [Source:NCBI gene;Acc:422616]	4	47983446	48374220	1	protein_coding	-2.61660126865209	-0.0973639145680563	6.90608373854062	0.00859029408337195	0.0256350330774324
ENSGALG00000011320	TMCC3	transmembrane and coiled-coil domain family 3 [Source:NCBI gene;Acc:417905]	1	45195312	45317916	-1	protein_coding	0.179079281587976	2.65964494198995	0.591008460121109	0.442029418199078	0.56247536321621
ENSGALG00000011323	SNAPC3	small nuclear RNA activating complex polypeptide 3 [Source:NCBI gene;Acc:768769]	1	45273005	45274433	1	protein_coding	-0.132273881093857	3.65539134643016	0.675848277776795	0.411020031266939	0.533341792720222
ENSGALG00000011325	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:NCBI gene;Acc:417907]	1	45339203	45346941	-1	protein_coding	0.417247406293763	8.08470838962774	136.461253958041	1.5817008267517e-31	6.47904941654806e-30
ENSGALG00000011327	NR2C1	nuclear receptor subfamily 2, group C, member 1 [Source:NCBI gene;Acc:373913]	1	45354985	45399450	-1	protein_coding	-0.14138642779037	4.25879422510007	1.18807769027863	0.27571765212252	0.394759311655276
ENSGALG00000011328	GLB1L	galactosidase beta 1 like [Source:NCBI gene;Acc:429037]	7	22212056	22216253	1	protein_coding	0.0887663152358135	2.11675008890048	0.0959581445664597	0.756735017670111	0.830311705405225
ENSGALG00000011329	AFDN	afadin, adherens junction formation factor [Source:NCBI gene;Acc:421564]	3	42208745	42320506	-1	protein_coding	0.782450833221511	6.12332627326864	125.941254339167	3.16721595241072e-29	1.1742318939497e-27
ENSGALG00000011330	DYNC1H1	dynein cytoplasmic 1 heavy chain 1 [Source:NCBI gene;Acc:423461]	5	49625615	49667887	1	protein_coding	-0.129486129554166	5.97736646833889	3.29656739458511	0.0694248194111768	0.138735474127543
ENSGALG00000011331	CTH	cystathionine gamma-lyase [Source:NCBI gene;Acc:424716]	8	29405130	29420571	1	protein_coding	0.864676687152029	5.87952877475883	128.911053181093	7.09266542791783e-30	2.69348895087282e-28
ENSGALG00000011332	ANKZF1	ankyrin repeat and zinc finger domain containing 1 [Source:NCBI gene;Acc:429038]	7	22216454	22223656	-1	protein_coding	-0.14126113894965	3.7345222814901	0.816007512809275	0.366350067233385	0.48844744701555
ENSGALG00000011335	NHEJ1	non-homologous end joining factor 1 [Source:NCBI gene;Acc:424205]	7	22266262	22298170	1	protein_coding	-0.454943655078865	2.42871451068496	3.21256540956137	0.0730748248553406	0.144812349962468
ENSGALG00000011340	ZRANB2	zinc finger RANBP2-type containing 2 [Source:NCBI gene;Acc:424717]	8	29461007	29472794	-1	protein_coding	0.358000702865578	7.11444432755059	53.4476261103554	2.65579599250601e-13	4.04546528830615e-12
ENSGALG00000011341	UNC93A	unc-93 homolog A (C. elegans) [Source:NCBI gene;Acc:421566]	3	42501436	42522334	1	protein_coding	5.2304540896402	2.16558301018008	114.729428329057	9.02022959948679e-27	2.97151358824057e-25
ENSGALG00000011342	FGD6	FYVE, RhoGEF and PH domain containing 6 [Source:NCBI gene;Acc:417908]	1	45405227	45469802	-1	protein_coding	0.402162712506873	-0.0407885738803076	0.23038141768927	0.631241157157085	0.727668039249445
ENSGALG00000011343	CNPPD1	cyclin Pas1/PHO80 domain containing 1 [Source:NCBI gene;Acc:424204]	7	22253721	22259709	1	protein_coding	-1.04719673952141	0.0661319294703881	1.78064934511154	0.182069610813383	0.296632702735881
ENSGALG00000011349		homeodomain protein [Source:NCBI gene;Acc:395769]	7	22316359	22322097	1	protein_coding	0.71386818897371	1.82861243779767	4.72149183683199	0.0297878890574009	0.0718073931277922
ENSGALG00000011350	NEGR1	neuronal growth regulator 1 [Source:NCBI gene;Acc:395662]	8	29514747	29680796	-1	protein_coding	-0.104283440885474	4.38549554944825	0.706733003852889	0.400530513534406	0.522744895766801
ENSGALG00000011353	TNNI3K	TNNI3 interacting kinase [Source:NCBI gene;Acc:100533999]	8	29915375	29960430	1	protein_coding	0.526972630960061	-0.156265568403977	0.328191998279972	0.566725649395109	0.675312246026547
ENSGALG00000011354	CRYBA2	crystallin beta A2 [Source:NCBI gene;Acc:373999]	7	22350254	22352592	1	protein_coding	1.53926685187184	-0.653764900005299	1.29049227409274	0.255957250638938	0.373154418853381
ENSGALG00000011356		glutamate-rich protein 3 [Source:NCBI gene;Acc:424719]	8	29930523	29974805	-1	protein_coding	1.25650115799408	-0.156266966926797	1.71931794276528	0.189780864373539	0.305690938830621
ENSGALG00000011357	VEZT	vezatin, adherens junctions transmembrane protein [Source:NCBI gene;Acc:417911]	1	45469720	45543803	1	protein_coding	-0.227124944151198	3.01367481390429	1.24815703940049	0.263904764886823	0.381688232420945
ENSGALG00000011358	WNT6	Wnt family member 6 [Source:NCBI gene;Acc:395235]	7	22402840	22410862	-1	protein_coding	-1.01509133742151	5.29936458401361	121.967835541432	2.3461074299196e-28	8.25060352444717e-27
ENSGALG00000011360	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:NCBI gene;Acc:424208]	7	22421786	22425915	-1	protein_coding	-1.63374902732338	-0.653762854692772	1.48688904944942	0.222699769406028	0.338630157199503
ENSGALG00000011361	CRYZ	crystallin zeta [Source:NCBI gene;Acc:772289]	8	29982323	29988079	-1	protein_coding	0.272545429868341	3.71818051667923	2.96469628802412	0.0851004373600755	0.162546888474877
ENSGALG00000011365	WDR20	WD repeat domain 20 [Source:NCBI gene;Acc:423464]	5	49704532	49748151	1	protein_coding	-0.461609250160558	3.22459155818858	5.9948542095032	0.0143476667734007	0.0396210642742037
ENSGALG00000011366	MOK	MOK protein kinase [Source:NCBI gene;Acc:428910]	5	49751116	49768128	-1	protein_coding	0.4827997725492	0.346232511111954	0.546813354904327	0.45962268680002	0.578335656866322
ENSGALG00000011368	ZNF839	zinc finger protein 839 [Source:NCBI gene;Acc:423466]	5	49770765	49782167	1	protein_coding	0.662528255814408	3.14137259491504	11.1814650769005	0.000826185089872691	0.00341167451100527
ENSGALG00000011369	LHX8	LIM homeobox 8 [Source:NCBI gene;Acc:424721]	8	30056346	30067892	1	protein_coding	2.50406719231344	1.21294182266645	24.9057872125028	6.02014322771314e-07	4.74026684532028e-06
ENSGALG00000011373	TECPR2	tectonin beta-propeller repeat containing 2 [Source:NCBI gene;Acc:423468]	5	49792778	49827946	1	protein_coding	-0.0857855739115191	3.82483882072359	0.320923952855521	0.571052911532849	0.679313214426231
ENSGALG00000011375	RNF25	ring finger protein 25 [Source:NCBI gene;Acc:424211]	7	22462035	22465723	1	protein_coding	1.59125224377082	0.685026045676744	7.41559580869885	0.00646608983391711	0.0199729096326156
ENSGALG00000011376	ANKRD9	ankyrin repeat domain 9 [Source:NCBI gene;Acc:423469]	5	49842461	49843339	-1	protein_coding	-0.540430034246141	2.51618275891654	4.83143508876844	0.0279453601060934	0.0680103256520568
ENSGALG00000011377	METAP2	methionyl aminopeptidase 2 [Source:NCBI gene;Acc:417912]	1	45566403	45581182	1	protein_coding	-0.0797801371832098	7.7366537377531	4.06498665361079	0.043781030980265	0.0968905576347953
ENSGALG00000011379	SLC44A5	solute carrier family 44 member 5 [Source:NCBI gene;Acc:429117]	8	30055243	30137386	-1	protein_coding	0.728393961550535	-0.281796137650875	0.497620894998602	0.480547349666766	0.597788344828368
ENSGALG00000011384	RCOR1	REST corepressor 1 [Source:NCBI gene;Acc:428911]	5	49878989	49956406	1	protein_coding	0.0101947939546274	1.78233552250511	0.000970427643375071	0.975148568866268	0.982698343764064
ENSGALG00000011386	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:NCBI gene;Acc:424212]	7	22467737	22473283	-1	protein_coding	-0.300420090764255	3.8210455748849	3.92463498280148	0.0475835192013917	0.104000989109836
ENSGALG00000011387	POLR2B	RNA polymerase II subunit B [Source:NCBI gene;Acc:422621]	4	49178276	49197803	-1	protein_coding	0.0362044375764636	5.27974240514793	0.158865907059675	0.690202801797286	0.774523399182919
ENSGALG00000011388	RABGGTB	Rab geranylgeranyltransferase beta subunit [Source:NCBI gene;Acc:424723]	8	30140039	30151687	1	protein_coding	-0.232969720738112	6.22829488810953	12.6679033670877	0.000371986434451245	0.00168743908485826
ENSGALG00000011389	TRAF3	TNF receptor associated factor 3 [Source:NCBI gene;Acc:423471]	5	50027923	50071113	1	protein_coding	1.54013455211525	2.14137291035465	25.0144823201768	5.69013088097791e-07	4.49692767571576e-06
ENSGALG00000011391	AMN	amnion associated transmembrane protein [Source:NCBI gene;Acc:423472]	5	50083577	50100328	1	protein_coding	-0.340393314411002	1.701723834655	1.01361860810209	0.314037490534266	0.435522822123525
ENSGALG00000011392	MSH4	mutS homolog 4 [Source:NCBI gene;Acc:424725]	8	30152808	30177132	1	protein_coding	0.414752103504365	2.55337781568865	2.88577050120425	0.0893652474045127	0.168893677356688
