geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005010774	5	16814953	16819314	-1	protein_coding	LDHA	L-lactate dehydrogenase A chain [Source:NCBI gene;Acc:107314688]	-3.67264297913639	7.02188269887283	69.9934768201502	5.95008994813236e-17	3.16416401557113e-16
ENSCJPG00005010775	5	16839784	16857323	-1	protein_coding	GTF2H1	general transcription factor IIH subunit 1 [Source:NCBI gene;Acc:107314683]	-0.00209821763123077	5.81644626549857	0.000121538634076046	0.99120393479964	0.992804899837872
ENSCJPG00005010776	5	16860153	16861334	1	lncRNA			1.15350145244378	-0.0686822472104816	4.77813573405261	0.0288233085117013	0.0415366778732344
ENSCJPG00005010777	5	16861382	16879453	1	protein_coding	HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:NCBI gene;Acc:107314680]	-0.789112090828004	7.39332093256691	30.4825323937315	3.36886200842198e-08	9.74759230131008e-08
ENSCJPG00005010778	5	16884721	16890021	1	protein_coding		serum amyloid A protein-like [Source:NCBI gene;Acc:107314689]	-3.41153073296681	4.59666207339972	19.6025130570644	9.53437077017018e-06	2.17708449561411e-05
ENSCJPG00005010779	5	16885546	16893184	1	protein_coding	SAAL1	tryptophan hydroxylase 1 [Source:NCBI gene;Acc:107314681]	-0.518525126718511	4.58738038935258	4.36000336148559	0.0367922326714231	0.0519152877917967
ENSCJPG00005010780	5	16907188	16915284	1	protein_coding	TPH1	tryptophan hydroxylase 1 [Source:NCBI gene;Acc:107314681]	0.884358835209849	3.61228688412525	6.03009895201454	0.0140639448055368	0.0213862739235595
ENSCJPG00005010791	5	16916493	17046644	1	protein_coding	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:NCBI gene;Acc:107314685]	-3.68440529514091	3.17016012948622	78.4600479656825	8.16326309028208e-19	4.7815530057155e-18
ENSCJPG00005010792	5	17056241	17147322	-1	protein_coding	KCNC1	potassium voltage-gated channel subfamily C member 1 [Source:NCBI gene;Acc:107314682]	0.729859606378627	0.189564241381505	0.997305413598686	0.317963398522132	0.367405684509795
ENSCJPG00005010793	5	17147503	17148627	-1	lncRNA			0.37691884907764	-1.95855872246816	0.147811490921691	0.70063561057599	0.741114723105141
ENSCJPG00005010794	5	17164748	17167633	-1	lncRNA			-0.816223261930788	1.10398267367652	1.10070233857964	0.294112022013868	0.343499970303438
ENSCJPG00005010795	5	17176116	17182316	1	lncRNA			6.62413393113784	6.16876315931345	246.925082441697	1.21567009785478e-55	2.61409865337363e-54
ENSCJPG00005010796	5	17200255	17203881	1	protein_coding			2.15223978757863	-0.636960929567894	9.98665932097284	0.00157678403103069	0.00275589564619819
ENSCJPG00005010797	5	17206136	17222882	-1	protein_coding		dystrotelin [Source:NCBI gene;Acc:107314708]	-0.703957031841531	1.01117606171412	1.84066961443739	0.174872484622905	0.216704422408092
ENSCJPG00005010799	5	17237175	17284300	-1	protein_coding	PRR5L	proline rich 5 like [Source:NCBI gene;Acc:107314701]	-0.360327765613894	2.77425370699656	1.13937490932903	0.285784451064132	0.335015567245374
ENSCJPG00005010800	5	17289407	17340515	-1	protein_coding	TRAF6	TNF receptor associated factor 6 [Source:NCBI gene;Acc:107314700]	-2.70616232536841	5.93295304429749	139.778292845908	2.9764338760565e-32	3.10192445566714e-31
ENSCJPG00005010801	5	17312086	17315196	1	protein_coding	RAG1	recombination activating 1 [Source:NCBI gene;Acc:107314674]	6.20881417767461	1.30404028581162	91.043990222148	1.40513280005438e-21	9.34357417787804e-21
ENSCJPG00005010802	5	17334905	17363511	1	protein_coding	IFTAP	chromosome 5 C11orf74 homolog [Source:NCBI gene;Acc:107314706]	5.75853840087761	7.59361000516224	490.473680303403	1.12394427573388e-108	6.10358891432434e-107
ENSCJPG00005010803	5	17480780	17486238	1	lncRNA			8.27345472182544	0.404719132615958	48.2939591043034	3.66880699210397e-12	1.43003133852812e-11
ENSCJPG00005010804	5	17586050	17698959	-1	lncRNA			5.74989107522443	-0.265157264312536	39.2703285469891	3.69006429225132e-10	1.24605297653679e-09
ENSCJPG00005010805	5	18104147	18121570	1	lncRNA			2.88259039051891	-0.918247381112363	12.2969290122452	0.000453704201673606	0.000854596274051872
ENSCJPG00005010806	5	18217118	18219034	-1	protein_coding	LRRC4C	leucine rich repeat containing 4C [Source:NCBI gene;Acc:107314838]	-0.56935047575816	1.15975011694267	0.963536418044746	0.326297485214858	0.376447389771975
ENSCJPG00005010807	5	18264916	18303077	-1	lncRNA			-1.8896457984723	-0.670471951811621	8.02947496845684	0.00460221780752118	0.00753988709151076
ENSCJPG00005010808	5	18280119	18282411	-1	lncRNA			-2.01447926099366	-1.82348041673815	2.97067151283235	0.0847866528871827	0.111486909377784
ENSCJPG00005010809	5	18614504	18620082	-1	lncRNA			-3.40729646140235	-1.58392503877027	10.3763461297122	0.00127640049216426	0.00226089772978585
ENSCJPG00005010810	5	18620103	18627982	-1	lncRNA			-8.23185047354407	2.38269705085743	114.165696859369	1.19862132613823e-26	9.95347575536993e-26
ENSCJPG00005010812	5	19037295	19050902	1	protein_coding	API5	apoptosis inhibitor 5 [Source:NCBI gene;Acc:107314805]	-0.410391427943819	7.19589112240762	7.97183009726152	0.00475108805342273	0.00776921714350106
ENSCJPG00005010813	5	19052975	19097073	1	protein_coding	TTC17	tetratricopeptide repeat domain 17 [Source:NCBI gene;Acc:107314804]	1.05717898167558	8.05571372012848	47.4819981627911	5.55113836055399e-12	2.13986532671526e-11
ENSCJPG00005010814	5	19133291	19134770	-1	lncRNA			0.33574252748689	-2.53138574527014	0.0645156623103986	0.799496071652365	0.829260412293357
ENSCJPG00005010815	5	19134791	19135963	-1	lncRNA			-1.72536032971795	-2.84253284859099	1.07883493708449	0.29895833476441	0.347869924566322
ENSCJPG00005010817	5	19187143	19195601	1	lncRNA			-1.43108895882666	4.12614503246449	34.9532559070914	3.37716203647058e-09	1.06587691658365e-08
ENSCJPG00005010818	5	19196720	19265276	1	protein_coding	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12 [Source:NCBI gene;Acc:107314810]	-0.434934344291828	6.65910553543835	8.40015663885256	0.0037518867946534	0.00621831810849357
ENSCJPG00005010819	5	19267037	19283404	1	protein_coding	ALKBH3	alkB homolog 3, alpha-ketoglutaratedependent dioxygenase [Source:NCBI gene;Acc:107314811]	-1.1924675089106	4.54092297033878	28.4646684990986	9.54240483343062e-08	2.64061019890414e-07
ENSCJPG00005010820	5	19289354	19289716	1	protein_coding	C11orf96	chromosome 5 open reading frame, human C11orf96 [Source:NCBI gene;Acc:107314812]	-2.16468387228845	5.37038140830263	53.0447818075613	3.26029964075618e-13	1.36817289443128e-12
ENSCJPG00005010821	5	19326715	19340193	1	protein_coding		1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:NCBI gene;Acc:107314834]	-2.3664935584753	4.45800206064421	85.1316754190523	2.79142768067115e-20	1.75539436484207e-19
ENSCJPG00005010822	5	19344903	19409905	1	protein_coding		exostosin glycosyltransferase 2 [Source:NCBI gene;Acc:107314816]	-1.92495945226984	5.53758991427777	18.4175361624787	1.77417691639714e-05	3.94480419162834e-05
ENSCJPG00005010823	5	19420639	19444049	-1	protein_coding	ALX4	ALX homeobox 4 [Source:NCBI gene;Acc:107314817]	-4.95949704399832	0.145751751152572	44.9432257440157	2.02830680734577e-11	7.51728746181126e-11
ENSCJPG00005010824	5	19564270	19570402	-1	lncRNA			3.95812851317666	-1.01512067441838	16.1201692745561	5.9447543926243e-05	0.000124925621385887
ENSCJPG00005010825	5	19597016	19773842	1	protein_coding	CD82	CD82 molecule [Source:NCBI gene;Acc:107314823]	-3.22989782487542	6.65168872517116	177.002445402747	2.18744874833051e-40	3.03840424406833e-39
ENSCJPG00005010826	5	19701017	19780166	1	protein_coding	TSPAN18	tetraspanin 18 [Source:NCBI gene;Acc:107314813]	-4.25328884193576	4.28261724419283	194.027965438425	4.19914003632282e-44	6.6330540721668e-43
ENSCJPG00005010827	5	19783830	19791689	-1	protein_coding	TP53I11	tumor protein p53 inducible protein 11 [Source:NCBI gene;Acc:107314814]	-1.46772759024825	5.49675133110798	30.6775874915209	3.04663905619557e-08	8.86328529302416e-08
ENSCJPG00005010828	5	19836707	19840732	1	lncRNA			-8.93312748176353	1.03046057920779	27.0854988936386	1.9465263055369e-07	5.23283760280259e-07
ENSCJPG00005010829	5	19852120	19855956	1	lncRNA			-1.15637140455961	-1.71071334496489	1.35415485506627	0.244553070737674	0.290418101795222
ENSCJPG00005010830	5	19868773	19908973	1	protein_coding	PRDM11	PR/SET domain 11 [Source:NCBI gene;Acc:107314809]	-1.96282417269584	5.10302286619314	85.0486886213088	2.9110777592731e-20	1.82764725160895e-19
ENSCJPG00005010831	5	19923371	19935121	-1	protein_coding	SYT13	synaptotagmin 13 [Source:NCBI gene;Acc:107314836]	2.83224470722459	3.44927636063648	36.5581927694254	1.48175869579165e-09	4.81008597904402e-09
ENSCJPG00005010832	5	19951721	19964125	1	protein_coding		astacin like metalloendopeptidase [Source:NCBI gene;Acc:107314850]	-1.50407122407115	1.66457291409632	14.1804865427698	0.000166083993539545	0.000330517462919691
ENSCJPG00005010833	5	20067047	20090407	1	lncRNA			0.196348469698574	-1.38726560658628	0.0454073092368983	0.831256835498226	0.857692995637648
ENSCJPG00005010834	5	20122283	20152974	-1	lncRNA			4.89251497532489	-0.957951178426863	9.65778290382399	0.00188551040870699	0.00325962698713878
ENSCJPG00005010835	5	20162919	20209824	-1	protein_coding	FUT8	fucosyltransferase 8 [Source:NCBI gene;Acc:107314793]	-0.880161943007174	5.2690391028419	19.1585151669239	1.20299633867755e-05	2.71819483012897e-05
ENSCJPG00005010836	5	20294800	20321355	1	protein_coding	C1QTNF4	C1q and TNF related 4 [Source:NCBI gene;Acc:107314785]	-2.43749856008236	4.10414873016652	36.740462961947	1.34949181764973e-09	4.39556602888826e-09
ENSCJPG00005010837	5	20323429	20326274	-1	protein_coding	FAM180B	family with sequence similarity 180 member B [Source:NCBI gene;Acc:107314787]	-2.05022073782525	2.1364365568476	12.9955865652903	0.000312226027157927	0.000601361361705506
ENSCJPG00005010838	5	20330787	20335055	-1	protein_coding	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3 [Source:NCBI gene;Acc:107314786]	-0.557480367776985	6.14393869936357	7.29558582204602	0.00691242273548277	0.0110149547966612
ENSCJPG00005010839	5	20335076	20341833	1	protein_coding	KBTBD4	kelch repeat and BTB domain containing 4 [Source:NCBI gene;Acc:107314783]	0.703750980903654	5.64860666634458	14.8015208100155	0.000119439141380283	0.000241974713235806
ENSCJPG00005010840	5	20342076	20344052	-1	protein_coding	PTPMT1	protein tyrosine phosphatase mitochondrial 1 [Source:NCBI gene;Acc:107314788]	1.98464695860089	5.05587325648562	42.7866205003911	6.10482745507552e-11	2.19199109070549e-10
ENSCJPG00005010841	5	20344199	20393593	1	protein_coding	CELF1	CUGBP Elav-like family member 1 [Source:NCBI gene;Acc:107314782]	0.392859134453561	5.27198942117052	4.24681245747566	0.0393240739121261	0.0552404820523721
ENSCJPG00005010842	5	20398818	20407396	1	protein_coding	RAPSN	receptor associated protein of the synapse [Source:NCBI gene;Acc:107314784]	3.74063299592908	2.02969364332217	59.2181597842401	1.41125441395031e-14	6.52005644166807e-14
ENSCJPG00005010843	5	20408025	20415381	1	protein_coding	PSMC3	proteasome 26S subunit, ATPase 3 [Source:NCBI gene;Acc:107314800]	1.11154982674014	7.33626313866862	46.086046351071	1.13171626203735e-11	4.27428554448056e-11
ENSCJPG00005010844	5	20417299	20427290	-1	protein_coding		transmembrane protein 178B-like [Source:NCBI gene;Acc:107314802]	0.93093942992133	2.98471693805378	4.74607385544098	0.0293652206246766	0.042266921330397
ENSCJPG00005010845	5	20430022	20441913	-1	protein_coding	SLC39A13	solute carrier family 39 member 13 [Source:NCBI gene;Acc:107314801]	-1.29027843027488	6.52084253981917	36.7742873132277	1.32627994551322e-09	4.32289007672873e-09
ENSCJPG00005010846	5	20478656	20498891	1	protein_coding	SPI1	Spi-1 proto-oncogene [Source:NCBI gene;Acc:107314837]	-5.06191331594381	4.26853361716705	71.9523882453379	2.20452798766953e-17	1.19312629602925e-16
ENSCJPG00005010847	5	20516135	20558826	1	protein_coding	MYBPC3	myosin binding protein C, cardiac [Source:NCBI gene;Acc:107314740]	-2.51966421252965	-0.221418068786856	12.8723055025821	0.000333480524292304	0.000639867212196353
ENSCJPG00005011665	5	20572272	20588726	-1	protein_coding			-1.60652850924948	3.90444291995341	30.4592312029303	3.40957006638214e-08	9.85499548280413e-08
ENSCJPG00005011707	5	20596869	20619474	-1	protein_coding	MADD	MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]	-1.91248341394052	4.9098326488183	61.5863313582583	4.23750096962584e-15	2.00842501578124e-14
ENSCJPG00005012023	5	20633294	20642379	-1	protein_coding	NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:NCBI gene;Acc:107314747]	-0.544009413845308	6.61705662588814	9.46144170725532	0.00209836082850715	0.00360780686586365
ENSCJPG00005012024	5	20655055	20662384	1	protein_coding	ACP2	acid phosphatase 2, lysosomal [Source:NCBI gene;Acc:107314746]	2.04078252182945	6.34377286488849	116.37854244637	3.92707708085594e-27	3.32134315012647e-26
ENSCJPG00005012054	5	20665235	20677701	-1	protein_coding	DDB2	damage specific DNA binding protein 2 [Source:NCBI gene;Acc:107314743]	1.10812331571159	5.12849209709482	27.8174649370107	1.33317189286335e-07	3.64150276618429e-07
ENSCJPG00005012055	5	20691899	20699201	1	protein_coding	PACSIN3	protein kinase C and casein kinase substrate in neurons 3 [Source:NCBI gene;Acc:107314744]	-2.73794873882736	6.41750954190432	258.83713044779	3.07606903615489e-58	7.09896172281412e-57
ENSCJPG00005012077	5	20708973	20717523	1	protein_coding	ARFGAP2	ADP ribosylation factor GTPase activating protein 2 [Source:NCBI gene;Acc:107314742]	0.375757451869188	7.03991851577454	6.85693329404969	0.00882979649951241	0.0138419642751877
ENSCJPG00005012079	5	20720175	20733269	-1	protein_coding	C11orf49	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	1.18235444167954	3.94963890489604	18.8808684456973	1.39141135456981e-05	3.12518890994859e-05
ENSCJPG00005012080	5	20785171	20795468	-1	protein_coding			1.98563708956887	1.93709493542895	20.2100414616685	6.93877502789781e-06	1.60595968139065e-05
ENSCJPG00005012083	5	20840054	20880658	1	protein_coding	LRP4	LDL receptor related protein 4 [Source:NCBI gene;Acc:107314822]	0.020171196730247	5.55356276208703	0.00394905316531435	0.949892724997843	0.958619231737022
ENSCJPG00005012374	5	20892512	20925286	1	protein_coding	CKAP5	cytoskeleton associated protein 5 [Source:NCBI gene;Acc:107314807]	1.36418878139924	9.29967796028336	109.115187108977	1.53123837649936e-25	1.21839927772449e-24
ENSCJPG00005013562	5	20918855	20918965	1	snoRNA			1.34809234497864	-1.60737970808935	2.92814593190868	0.0870474074938638	0.114196856930383
ENSCJPG00005013566	5	20928965	20936750	-1	protein_coding		coagulation factor II, thrombin [Source:NCBI gene;Acc:107314808]	1.88912102954137	4.14180422601322	35.8139022902395	2.17093244652507e-09	6.95219146293487e-09
ENSCJPG00005013573	5	20945296	20961359	1	protein_coding	ARHGAP1	Rho GTPase activating protein 1 [Source:NCBI gene;Acc:107314778]	-0.292522989495877	4.71556671245982	1.04935225166231	0.305656316280629	0.354506004475343
ENSCJPG00005013688	5	20968275	20981241	-1	protein_coding	ATG13	autophagy related 13 [Source:NCBI gene;Acc:107314776]	0.346839706803635	6.21347361145578	4.07177481824479	0.043605435095057	0.0607398655363652
ENSCJPG00005013781	5	20986035	20987558	1	protein_coding	HARBI1	harbinger transposase derived 1 [Source:NCBI gene;Acc:107314779]	0.553960513243253	3.73076060379851	3.73421387275654	0.0533087463626526	0.0732057532734933
ENSCJPG00005013782	5	20997331	21107916	1	protein_coding	AMBRA1	autophagy and beclin 1 regulator 1 [Source:NCBI gene;Acc:107314775]	-2.21051677452003	6.62717477072146	192.568053453646	8.74580351047773e-44	1.36468609322584e-42
ENSCJPG00005013889	5	21120159	21121631	1	protein_coding	CHRM4	cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]	-0.93164166869835	1.17994676986279	3.75144261812429	0.0527619554475454	0.0725118552704899
ENSCJPG00005013890	5	21123409	21124131	-1	protein_coding	MDK	midkine [Source:NCBI gene;Acc:107314780]	-1.5240786240984	2.24677249013474	5.00850179749147	0.0252231269965813	0.0367117953802452
ENSCJPG00005013891	5	21127747	21162597	-1	protein_coding	DGKZ	diacylglycerol kinase zeta [Source:NCBI gene;Acc:107314820]	-0.411646959024145	5.35189134313088	4.22249685443023	0.039891418507391	0.0559801904800412
ENSCJPG00005013892	5	21172548	21210522	-1	protein_coding	CREB3L1	cAMP responsive element binding protein 3 like 1 [Source:NCBI gene;Acc:107314830]	-2.77168158661588	4.82912143880003	123.149180192224	1.29348650238273e-28	1.16359309882104e-27
ENSCJPG00005013893	5	21280265	21356818	1	protein_coding	PHF21A	PHD finger protein 21A [Source:NCBI gene;Acc:107314768]	0.590284359714573	6.62197660557876	8.80559157684431	0.00300308756308569	0.00504644714272371
ENSCJPG00005014313	5	21365293	21379247	-1	protein_coding	LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:NCBI gene;Acc:107314765]	-2.0219000551802	4.9071078166844	62.1467921597468	3.18785891851021e-15	1.52370462082149e-14
ENSCJPG00005014314	5	21383662	21388042	1	protein_coding	PEX16	peroxisomal biogenesis factor 16 [Source:NCBI gene;Acc:107314773]	-1.85906075251195	4.77508946884514	49.5065191424176	1.97713629730634e-12	7.86111027495701e-12
ENSCJPG00005014316	5	21390976	21403918	-1	protein_coding	MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:NCBI gene;Acc:107314766]	-1.77689019523376	3.14276434496286	29.1423320671378	6.72513806809697e-08	1.89039412518053e-07
ENSCJPG00005014317	5	21409232	21424430	-1	protein_coding	CRY2	cryptochrome circadian regulator 2 [Source:NCBI gene;Acc:107314770]	-3.35597767246854	5.76442223385	238.330373766262	9.09418446840576e-54	1.86183814931451e-52
ENSCJPG00005014318	5	21425668	21428661	-1	protein_coding	SLC35C1	solute carrier family 35 member C1 [Source:NCBI gene;Acc:107314771]	-2.51486914966708	4.58942719958492	98.250703381038	3.686294271953e-23	2.63733982448919e-22
ENSCJPG00005014319	5	21451808	21453064	1	protein_coding	CHST1	carbohydrate sulfotransferase 1 [Source:NCBI gene;Acc:107314790]	-3.8364512555887	2.21805326062202	73.4348862868581	1.04011384351156e-17	5.72598755087805e-17
ENSCJPG00005014320	5	21460133	21464211	-1	protein_coding			-0.74098622228229	4.9880982501586	8.25614278304706	0.00406143319717421	0.00670879805657991
ENSCJPG00005014321	5	21664700	21672559	1	protein_coding	ZFYVE19	zinc finger FYVE-type containing 19 [Source:NCBI gene;Acc:107314789]	-0.471912996190805	5.65180014935715	6.2271698459373	0.0125804648245711	0.0192645257119289
ENSCJPG00005014322	5	21677562	21682553	-1	protein_coding			-2.91790478790544	0.697771547240098	26.5998256789628	2.50266333312964e-07	6.66821897658825e-07
ENSCJPG00005014323	5	21689064	21704009	1	protein_coding		serine peptidase inhibitor, Kunitz type 1 [Source:NCBI gene;Acc:107314832]	-2.8756057482094	6.38732369632057	247.951703083462	7.26096075936166e-56	1.57544819004479e-54
ENSCJPG00005014324	5	21719311	21723699	-1	protein_coding	RHOV	ras homolog family member V [Source:NCBI gene;Acc:107314840]	0.0351017398765328	3.34286481612875	0.00423412302835047	0.948118155417258	0.956999680956291
ENSCJPG00005014325	5	21729742	21736570	1	protein_coding	VPS18	VPS18 core subunit of CORVET and HOPS complexes [Source:NCBI gene;Acc:107314829]	-0.485427314017641	6.09795951512754	6.4497566799367	0.0110967538603855	0.0171385873071464
ENSCJPG00005014326	5	21838396	21847367	1	protein_coding	DLL4	delta like canonical Notch ligand 4 [Source:NCBI gene;Acc:107314835]	-2.66196644977307	3.84550108331409	40.4392765552747	2.02822576833622e-10	6.97132347049805e-10
ENSCJPG00005014327	5	21871565	21872498	1	protein_coding	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:NCBI gene;Acc:107314733]	-5.11477083068805	3.59858774318316	145.111805485388	2.03010060417051e-33	2.20738993295101e-32
ENSCJPG00005014328	5	21883758	21930335	-1	protein_coding	INO80	INO80 complex ATPase subunit [Source:NCBI gene;Acc:107314724]	1.17959159496351	6.72703224747118	63.1461372251536	1.91925512299761e-15	9.31005815909816e-15
ENSCJPG00005014416	5	21936063	21949756	-1	protein_coding	EXD1	exonuclease 3'-5' domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28507]	0.969941259940269	5.70956365156316	26.2373251339442	3.01929986988448e-07	7.97622931134522e-07
ENSCJPG00005014417	5	21950061	21963901	1	protein_coding	CHP1	calcineurin like EF-hand protein 1 [Source:NCBI gene;Acc:107314735]	1.88546960587922	7.03902516468107	121.14592135121	3.55033499457598e-28	3.1380064338266e-27
ENSCJPG00005014418	5	21982973	21984467	-1	protein_coding	OIP5	Opa interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:20300]	0.290576757206024	3.05768419854745	0.656495058134393	0.417800053364952	0.469612829672446
ENSCJPG00005014419	5	21984810	21994583	1	protein_coding		nucleolar and spindle associated protein 1 [Source:NCBI gene;Acc:107314727]	0.768790926538751	7.60413811055071	17.7348696662994	2.5392905058354e-05	5.55603467837239e-05
ENSCJPG00005014420	5	21996726	22001682	-1	protein_coding	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:NCBI gene;Acc:107314732]	0.335619687545471	5.3272592269145	3.41889632164775	0.064454090788853	0.0873996925530725
ENSCJPG00005014421	5	22002309	22027047	1	protein_coding	RTF1	RTF1 homolog, Paf1/RNA polymerase II complex component [Source:NCBI gene;Acc:107314726]	-0.546033940725866	6.91183629141081	7.41089208612504	0.00648301692308366	0.0103624775363233
ENSCJPG00005014422	5	22052625	22060734	1	protein_coding			3.49286325912402	2.46834595613719	44.8080576659757	2.17326525955697e-11	8.04057955152486e-11
ENSCJPG00005014423	5	22068486	22100385	1	protein_coding	ITPKA	inositol-trisphosphate 3-kinase A [Source:NCBI gene;Acc:107314728]	-0.338553560172345	3.09715730126481	1.10496753467235	0.293178516942765	0.34253456969173
ENSCJPG00005014424	5	22106414	22122724	-1	protein_coding			1.24647143403287	3.41790691386514	4.95819987669686	0.0259672255182293	0.0377006225634347
ENSCJPG00005014425	5	22222466	22227238	1	protein_coding			-1.22935367087506	-2.46206545332361	0.660421305968278	0.416411245833802	0.468106531191685
ENSCJPG00005014426	5	22240070	22273473	-1	protein_coding	RPAP1	RNA polymerase II associated protein 1 [Source:NCBI gene;Acc:107314825]	0.977767738528087	5.96846202595675	23.0312631328076	1.59388304140398e-06	3.92076872526553e-06
ENSCJPG00005014432	5	22306445	22307842	1	protein_coding			-0.979696287013578	1.08180097332481	1.55464348051841	0.212451244472915	0.255948030566354
ENSCJPG00005014433	5	22312062	22347848	1	protein_coding	TYRO3	TYRO3 protein tyrosine kinase [Source:NCBI gene;Acc:107314761]	2.02459910470002	6.36109767328494	67.8791434128997	1.73830199598781e-16	9.00003166465655e-16
ENSCJPG00005014434	5	22363235	22402493	1	protein_coding	MGA	MAX dimerization protein MGA [Source:NCBI gene;Acc:107314758]	1.36502742314244	8.04674616673734	84.6301821100026	3.59731636157043e-20	2.24747512950374e-19
ENSCJPG00005014450	5	22415666	22499638	1	protein_coding	MAPKBP1	mitogen-activated protein kinase binding protein 1 [Source:NCBI gene;Acc:107314760]	4.85876001844409	9.7567231036799	989.794053591092	2.96949175563836e-217	6.87777223016769e-215
ENSCJPG00005014455	5	22498327	22502335	-1	protein_coding			3.17766106068671	4.14714473241125	119.464194136953	8.28779098774054e-28	7.19622827228203e-27
ENSCJPG00005014456	5	22504272	22509996	1	protein_coding	JMJD7	jumonji domain containing 7 [Source:NCBI gene;Acc:107314828]	-0.37796121488293	2.81085713242128	1.14381105180251	0.284848471017224	0.333999817434286
ENSCJPG00005014457	5	22509308	22514325	1	protein_coding		acyl-coenzyme A thioesterase 1-like [Source:NCBI gene;Acc:107314827]	-1.19646980652236	2.01879272234604	7.37907705718108	0.00659870252869552	0.0105386273499745
ENSCJPG00005014459	5	22541019	22559801	1	protein_coding		phospholipase A2 group IVB [Source:NCBI gene;Acc:107314826]	2.63384018514267	1.96738977842266	25.6724312579931	4.04565442334405e-07	1.05598996109119e-06
ENSCJPG00005014460	5	22573069	22649897	-1	protein_coding	SPTBN5	spectrin beta, non-erythrocytic 5 [Source:NCBI gene;Acc:107314824]	-0.608832025606899	2.48218350163612	1.43022417228464	0.231727856937608	0.276537111041565
ENSCJPG00005014461	5	22656897	22678982	-1	protein_coding	EHD4	EH domain containing 4 [Source:NCBI gene;Acc:107314818]	-0.250658173512721	5.23509126477298	1.09991570669212	0.294284603904512	0.34361802875731
ENSCJPG00005014462	5	22680458	22698925	-1	protein_coding			-2.84456442341917	0.594172271043816	20.234755361814	6.84971146629626e-06	1.58591898383812e-05
ENSCJPG00005014463	5	22699576	22717803	-1	lncRNA			-8.72953664932609	2.86741357763157	145.568420506479	1.61321308774496e-33	1.7660824828479e-32
ENSCJPG00005014464	5	22717824	22719377	1	lncRNA			-6.37299834628329	-1.04778878888617	27.2086765287281	1.82637207076346e-07	4.92359790889871e-07
ENSCJPG00005014465	5	22724851	22743725	-1	protein_coding		cytosolic phospholipase A2 epsilon-like [Source:NCBI gene;Acc:107314845]	-5.57883477167786	3.24518016961927	151.126371920948	9.83484622992134e-35	1.12538740430957e-33
ENSCJPG00005014466	5	22746669	22770191	-1	protein_coding		cytosolic phospholipase A2 epsilon-like [Source:NCBI gene;Acc:107314846]	-3.56827454542048	2.22362623633369	27.6164488180548	1.47915551971754e-07	4.02424083088734e-07
ENSCJPG00005014467	5	22794066	22794998	-1	lncRNA			3.77856635039788	-2.52433546462332	6.013501918031	0.0141968254674603	0.0215508348694296
ENSCJPG00005014468	5	22806765	22824068	-1	protein_coding			1.26192899383552	-0.333316815212985	4.00867707024875	0.0452666561198725	0.0629125359491345
ENSCJPG00005014469	5	22831995	22863591	-1	protein_coding		cytosolic phospholipase A2 epsilon-like [Source:NCBI gene;Acc:107314843]	2.6604377297486	3.76027159161828	42.8210528094048	5.99831375901026e-11	2.15495390960967e-10
ENSCJPG00005014470	5	22870935	22883560	-1	protein_coding		cytosolic phospholipase A2 epsilon-like [Source:NCBI gene;Acc:107314842]	9.26653620665953	5.20308730915575	92.6380367669426	6.27889863674605e-22	4.24272574315663e-21
ENSCJPG00005014471	5	22883859	22886861	1	lncRNA			6.98740778524955	-0.741074243892813	40.493963320312	1.97224444159979e-10	6.78375865902923e-10
ENSCJPG00005014472	5	22895473	22908932	-1	protein_coding	PLA2G4F	phospholipase A2 group IVF [Source:NCBI gene;Acc:107314844]	4.78786867224023	2.84786007438001	24.053538584934	9.36939204380996e-07	2.36126366872316e-06
ENSCJPG00005014473	5	22916272	22935816	-1	protein_coding	VPS39	VPS39 subunit of HOPS complex [Source:NCBI gene;Acc:107314751]	-0.00292613128565876	6.92303692376874	0.00039115905375553	0.984220674223239	0.987108572890409
ENSCJPG00005014474	5	22937000	22958188	-1	protein_coding	TMEM87A	transmembrane protein 87A [Source:NCBI gene;Acc:107314754]	0.582355066522266	8.2181236646962	17.9976346023433	2.2117963209756e-05	4.86772438173269e-05
ENSCJPG00005014475	5	22958209	22977452	1	protein_coding		glucosidase alpha, neutral C [Source:NCBI gene;Acc:107314752]	1.56572992823534	6.24305017333485	74.7441113232655	5.35853674958126e-18	3.00590926390283e-17
