geneSymbol	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene type	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005010521	glycine receptor alpha 4 [Source:NCBI gene;Acc:107312646]	4	1960693	1966336		protein_coding	4.39051031989586	3.86873797496011	11.0668398145224	0.000878853413553076	0.328849847649284
ENSCJPG00005010522	galactosidase alpha [Source:NCBI gene;Acc:107312562]	4	1969329	1973603	GLA	protein_coding	0.442226661998347	2.12365707900104	0.562993080163647	0.453056792658121	0.999984147965351
ENSCJPG00005010523	60S ribosomal protein L36a [Source:NCBI gene;Acc:107312565]	4	1974532	1976011	RPL36AL	protein_coding	0.292736974194216	9.7143041380608	0.434756838209751	0.509664023607504	0.999984147965351
ENSCJPG00005010524	Bruton tyrosine kinase [Source:NCBI gene;Acc:107312560]	4	1978955	1987827	BTK	protein_coding	0.542317613537423	4.58296951967169	1.35733214842842	0.244000379165421	0.999984147965351
ENSCJPG00005010571		4	56649366	56652973		lncRNA	-0.377677021838124	-1.92819234537942	0.0951075275194491	0.757781722597329	0.999984147965351
ENSCJPG00005010572	fibrinogen like 1 [Source:NCBI gene;Acc:107313712]	4	56655395	56671893	FGL1	protein_coding	-1.08734122503629	2.25487596737918	1.72155698109022	0.189492750632387	0.999984147965351
ENSCJPG00005010573	microtubule associated scaffold protein 1 [Source:NCBI gene;Acc:107313707]	4	56713373	56793347	MTUS1	protein_coding	-0.39763709889787	3.36723117972358	0.343889446166203	0.557592717557609	0.999984147965351
ENSCJPG00005010574	platelet derived growth factor receptor like [Source:NCBI gene;Acc:107313711]	4	56798015	56810336	PDGFRL	protein_coding	-0.314693841445807	2.51557211139065	0.237706239222859	0.625867720215649	0.999984147965351
ENSCJPG00005010575	solute carrier family 7 member 2 [Source:NCBI gene;Acc:107313760]	4	56822567	56837082	SLC7A2	protein_coding	0.221761482185329	1.93938987566422	0.124121385719013	0.724606800828655	0.999984147965351
ENSCJPG00005010576	myotubularin related protein 7 [Source:NCBI gene;Acc:107313730]	4	56879926	56916346	MTMR7	protein_coding	-0.272030926910868	1.49669197499116	0.140049293341383	0.708232012963347	0.999984147965351
ENSCJPG00005010577	VPS37A subunit of ESCRT-I [Source:NCBI gene;Acc:107313731]	4	56922514	56934325	VPS37A	protein_coding	0.263410817826405	5.32774437475473	0.254644490291078	0.613823570063286	0.999984147965351
ENSCJPG00005010578	CCR4-NOT transcription complex subunit 7 [Source:NCBI gene;Acc:107313732]	4	56934628	56954188	CNOT7	protein_coding	-0.203475002469717	7.47739524249112	0.26148257621233	0.60910342988792	0.999984147965351
ENSCJPG00005010579	zinc finger DHHC-type palmitoyltransferase 2 [Source:NCBI gene;Acc:107313759]	4	56965392	56991848	ZDHHC2	protein_coding	0.239996100785971	2.24149145271762	0.130349771799289	0.718069658891011	0.999984147965351
ENSCJPG00005010580	mitochondrial calcium uptake family member 3 [Source:NCBI gene;Acc:107313751]	4	56998581	57040076	MICU3	protein_coding	1.92500229598911	5.23892923967969	5.65644955207713	0.0173912940665313	0.999984147965351
ENSCJPG00005010581	fibroblast growth factor 20 [Source:NCBI gene;Acc:107313688]	4	57045963	57049884	FGF20	protein_coding	2.74423934160793	-1.49546142180891	3.35406703470041	0.0670391887698742	0.999984147965351
ENSCJPG00005010582		4	57244037	57283201		lncRNA	0.516575894881285	-1.29064709685417	0.220591077384005	0.638589915689111	0.999984147965351
ENSCJPG00005010583	tumor suppressor candidate 3 [Source:NCBI gene;Acc:107313763]	4	57380213	57479571	TUSC3	protein_coding	0.316282253280155	3.5952281339946	0.160667669774824	0.688542552075604	0.999984147965351
ENSCJPG00005010585	sarcoglycan zeta [Source:NCBI gene;Acc:107313769]	4	57573225	57918560	SGCZ	protein_coding	0.959165479986346	0.220822350103656	1.27992407020453	0.257913153628796	0.999984147965351
ENSCJPG00005010586		4	58068676	58100008		protein_coding	0.153121190215569	1.32190904253095	0.0323872290972584	0.857180420928656	0.999984147965351
ENSCJPG00005010587	DLC1 Rho GTPase activating protein [Source:NCBI gene;Acc:107313744]	4	58228439	58249009	DLC1	protein_coding	-0.331050496674869	6.64833947724226	0.394207931303384	0.530095786098475	0.999984147965351
ENSCJPG00005010588	tRNA methyltransferase 9B (putative) [Source:NCBI gene;Acc:107313720]	4	58271896	58310778	TRMT9B	protein_coding	0.206941040787931	2.71905486994604	0.0965381366807243	0.756024235560189	0.999984147965351
ENSCJPG00005010589	LON peptidase N-terminal domain and ring finger 1 [Source:NCBI gene;Acc:107313718]	4	58364583	58378117	LONRF1	protein_coding	0.733906316867774	3.99325530145682	1.223772517504	0.268621562557632	0.999984147965351
ENSCJPG00005010590	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]	4	58383778	58389209	PAICS	protein_coding	0.0649815717182637	7.24949878553392	0.0253741723906273	0.873438251809574	0.999984147965351
ENSCJPG00005010591	phosphoribosyl pyrophosphate amidotransferase [Source:NCBI gene;Acc:107313719]	4	58389636	58430355	PPAT	protein_coding	0.43531267851631	7.12659139182916	0.749073341686241	0.386769774944695	0.999984147965351
ENSCJPG00005010601	protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]	4	41848385	41850670	PPM1K	protein_coding	-0.362212817723588	4.22647925758329	0.551418081203927	0.457738845187055	0.999984147965351
ENSCJPG00005010602		4	41857962	41858405		protein_coding	-0.424553491086721	3.43818267181983	0.569258405738189	0.450553756738743	0.999984147965351
ENSCJPG00005010603		4	42072294	42081247		lncRNA	2.37255839710869	-3.52705863995246	2.25736815244191	0.1329798881419	0.999984147965351
ENSCJPG00005010604		4	42222324	42293079		lncRNA	-1.44132703229232	-3.77363273030213	0.749652156543245	0.38658638241302	0.999984147965351
ENSCJPG00005010605		4	42316862	42346742		lncRNA	-0.817232858370904	-3.88930056084316	0.233196031221948	0.629164079429845	0.999984147965351
ENSCJPG00005010606		4	42347613	42435475		lncRNA	-1.06573467521184	-3.06802360083157	0.594081880746408	0.440845007452954	0.999984147965351
ENSCJPG00005010607		4	42486545	42527310		lncRNA	-3.32350053252842	-3.87976377065113	3.44145476290463	0.0635796869478105	0.999984147965351
ENSCJPG00005010608		4	42607805	42629070		lncRNA	-0.225112218075334	-2.40975087549779	0.0363475211907858	0.848799611459865	0.999984147965351
ENSCJPG00005010609		4	42645834	42647110		lncRNA	-1.28876583412615	-3.85670379875184	0.62259999154008	0.430082750692578	0.999984147965351
ENSCJPG00005010610	transcription initiation factor TFIID subunit 4-like [Source:NCBI gene;Acc:107313342]	4	42645860	42647273		lncRNA	-0.686876668537027	0.69453860571529	0.51679381054607	0.472212564812175	0.999984147965351
ENSCJPG00005010611	adhesion G protein-coupled receptor L3 [Source:NCBI gene;Acc:107313456]	4	42671952	43116578	ADGRL3	protein_coding	-0.268484685199206	6.38231278063777	0.255788579940486	0.613028333249028	0.999984147965351
ENSCJPG00005010612		4	43115471	43117834		protein_coding	-0.366225322705811	2.50390102183019	0.261394347128164	0.609163833993573	0.999984147965351
ENSCJPG00005010613		4	43169631	43186715		lncRNA	1.80391993563943	-4.14339664435229	1.19818144717275	0.273685451571077	0.999984147965351
ENSCJPG00005010614		4	43212807	43215010		lncRNA	-1.71453585679376	-3.33243704056655	1.54616258120552	0.213702843103729	0.999984147965351
ENSCJPG00005010615		4	43219148	43523796		lncRNA	0.403216530006856	-2.72433680940116	0.0436702225551286	0.834468367623283	0.999984147965351
ENSCJPG00005010617		4	43523824	43552770		lncRNA	-0.503647197891546	-2.7362516976913	0.142334966725262	0.705970685664789	0.999984147965351
ENSCJPG00005010618		4	43561080	43760425		lncRNA	2.01076856847336	-1.70846828955958	1.30877780828559	0.252616059079924	0.999984147965351
ENSCJPG00005010619	trans-2,3-enoyl-CoA reductase like [Source:NCBI gene;Acc:107313405]	4	43775452	43826109	TECRL	protein_coding	-1.10585651820418	-1.94243146063228	0.763037836986953	0.382379508213631	0.999984147965351
ENSCJPG00005010620	insulin like growth factor binding protein 7 [Source:NCBI gene;Acc:107313406]	4	43849367	43865586	IGFBP7	protein_coding	1.0605486664583	6.36465437733235	1.43219401244903	0.231406708012321	0.999984147965351
ENSCJPG00005010621	RNA polymerase II subunit B [Source:NCBI gene;Acc:107313401]	4	43857763	43879887	POLR2B	protein_coding	0.284130948610931	7.91383102967557	0.536903488447081	0.463718861930641	0.999984147965351
ENSCJPG00005010623	nitric oxide associated 1 [Source:NCBI gene;Acc:107313404]	4	43879511	43884063	NOA1	protein_coding	0.463419516480159	6.02638115394069	0.980961914890486	0.321961440210897	0.999984147965351
ENSCJPG00005010624	RE1 silencing transcription factor [Source:NCBI gene;Acc:107313403]	4	43889141	43901255	REST	protein_coding	-0.439153503208657	6.60659342340669	0.710915262391381	0.399140134326355	0.999984147965351
ENSCJPG00005010625	store-operated calcium entry associated regulatory factor [Source:NCBI gene;Acc:107313446]	4	43909373	43914134	SARAF	protein_coding	0.0246206996788589	6.43456914492447	0.00446625921818278	0.946716978786814	0.999984147965351
ENSCJPG00005010626	leptin receptor overlapping transcript like 1 [Source:NCBI gene;Acc:107313448]	4	43914001	43915756	LEPROTL1	protein_coding	0.00108390940209036	4.92019159876232	7.4909741485385e-06	0.997816221085053	0.999984147965351
ENSCJPG00005010629	signal recognition particle 72 [Source:NCBI gene;Acc:107313445]	4	43918135	43930584	SRP72	protein_coding	0.0839966226399198	7.6416111230001	0.0476821448266946	0.827146746439582	0.999984147965351
ENSCJPG00005010630	ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]	4	43931301	43934904	ARL9	protein_coding	-0.154037087418742	3.33166301147427	0.0974578385439422	0.75490192195537	0.999984147965351
ENSCJPG00005010631	HOP homeobox [Source:NCBI gene;Acc:107313512]	4	43940633	43943019	HOPX	protein_coding	-0.253191637107215	0.33554373481638	0.100609563470548	0.751099356730952	0.999984147965351
ENSCJPG00005010632	serine peptidase inhibitor, Kazal type 2 [Source:NCBI gene;Acc:107313362]	4	43958438	43962512		protein_coding	-1.07312474320467	0.832307512913242	1.47724146767669	0.224206619512816	0.999984147965351
ENSCJPG00005010633	dual specificity phosphatase 4 [Source:NCBI gene;Acc:107313435]	4	44030226	44034311	DUSP4	protein_coding	0.450396898726796	4.22835840927232	0.45277980175212	0.501017818409146	0.999984147965351
ENSCJPG00005010634		4	58398426	58398936		protein_coding	-1.34029482375639	-0.454863282778338	3.38956371186881	0.0656103077959358	0.999984147965351
ENSCJPG00005010635		4	58406956	58407621		protein_coding	-1.06815459627201	-0.218464192142655	1.61748140520472	0.203443327573193	0.999984147965351
ENSCJPG00005010636		4	58414397	58414891		protein_coding	-1.38850535839401	-0.929180999356485	2.45050794027651	0.117486844667637	0.999984147965351
ENSCJPG00005010637	aminoadipate-semialdehyde dehydrogenase [Source:NCBI gene;Acc:107313716]	4	58429934	58445511	AASDH	protein_coding	-0.476697191900927	4.16630154643414	0.718527403697916	0.396627372622333	0.999984147965351
ENSCJPG00005010638		4	58453706	58456780		protein_coding	-1.81028534770321	2.1849067014608	5.33763991714411	0.0208697091715098	0.999984147965351
ENSCJPG00005010639		4	58467212	58472347		protein_coding	-2.49872784343831	-1.81139932990727	4.76576941751758	0.0290310805508988	0.999984147965351
ENSCJPG00005010640	centrosomal protein 135 [Source:NCBI gene;Acc:107313737]	4	58557811	58583270	CEP135	protein_coding	-0.417391562210839	5.00512655320629	0.887057454468184	0.346275957424981	0.999984147965351
ENSCJPG00005010649	tankyrase [Source:NCBI gene;Acc:107313436]	4	44039758	44134124	TNKS	protein_coding	-0.222471620071497	6.38096194149614	0.34284313648773	0.55819268902402	0.999984147965351
ENSCJPG00005010658	translocase of inner mitochondrial membrane 8A [Source:NCBI gene;Acc:107312566]	4	1987519	1988075	TIMM8A	protein_coding	0.574506267395524	4.86423790172844	1.33510201267612	0.247899588624902	0.999984147965351
ENSCJPG00005010659		4	1990281	1992262		protein_coding	0.660342691825781	3.25882980215208	1.32319657357649	0.250019170486853	0.999984147965351
ENSCJPG00005010660	TATA-box binding protein associated factor 7 like [Source:NCBI gene;Acc:107312563]	4	1993036	1997115	TAF7	protein_coding	0.26988217464521	6.75593435467805	0.39256388195156	0.530954786100393	0.999984147965351
ENSCJPG00005010661	aryl-hydrocarbon-interacting protein-like 1 [Source:NCBI gene;Acc:107312484]	4	1998479	2006552		protein_coding	1.32529951782216	-0.144494625757171	1.96695745880112	0.160771181214506	0.999984147965351
ENSCJPG00005010673	exocyst complex component 1 [Source:NCBI gene;Acc:107313738]	4	58585661	58606398	EXOC1	protein_coding	-0.270382495298959	5.86282016377869	0.430556788306411	0.511715867128156	0.999984147965351
ENSCJPG00005010674	exocyst complex component 1-like [Source:NCBI gene;Acc:107313691]	4	58610927	58616772	EXOC1L	protein_coding	-1.78174166486237	-3.72655849065442	1.05437280723568	0.30450213521294	0.999984147965351
ENSCJPG00005010675	neuromedin U [Source:NCBI gene;Acc:107313768]	4	58657859	58669757	NMU	protein_coding	-1.35009794655798	-1.67797121449563	2.63070220643595	0.104815347982463	0.999984147965351
ENSCJPG00005010676	phosducin like 2 [Source:NCBI gene;Acc:107313767]	4	58671279	58675912	PDCL2	protein_coding	-4.16652488956877	-3.64336558681953	6.01725633172426	0.014166653905155	0.999984147965351
ENSCJPG00005010677	clock circadian regulator [Source:NCBI gene;Acc:107313727]	4	58706353	58737743	CLOCK	protein_coding	-0.490551284265021	2.88019236942477	0.457420369009094	0.498832041229151	0.999984147965351
ENSCJPG00005010678		4	58746568	58749841		protein_coding	-0.0160373749196821	4.47890669647467	0.00134979545067893	0.970692663632272	0.999984147965351
ENSCJPG00005010679	steroid 5 alpha-reductase 3 [Source:NCBI gene;Acc:107313729]	4	58750808	58759520	SRD5A3	protein_coding	0.284295939501299	3.21105576294398	0.270136314653215	0.603240345944953	0.999984147965351
ENSCJPG00005010680	kinase insert domain receptor [Source:NCBI gene;Acc:107313758]	4	58803776	58830040	KDR	protein_coding	-0.485653422923353	6.96322470064361	0.928479755226135	0.335258271543368	0.999984147965351
ENSCJPG00005010681	KIT proto-oncogene, receptor tyrosine kinase [Source:NCBI gene;Acc:107313766]	4	58883966	58933722	KIT	protein_coding	0.323945339370625	5.68683663356963	0.234964444551224	0.627866952421205	0.999984147965351
ENSCJPG00005010682	platelet derived growth factor receptor alpha [Source:NCBI gene;Acc:107313741]	4	59006412	59034322	PDGFRA	protein_coding	-0.0800828506928968	7.94376409454915	0.0264934227886897	0.870701102186351	0.999984147965351
ENSCJPG00005010683		4	59059050	59061810		lncRNA	-1.06063652126818	-3.8637419215767	0.438955014442066	0.507627257054222	0.999984147965351
ENSCJPG00005010684	GS homeobox 2 [Source:NCBI gene;Acc:107313694]	4	59068849	59071542	GSX2	protein_coding	-2.98204821235368	-1.99584850236602	3.9855270106573	0.0458927420936629	0.999984147965351
ENSCJPG00005010699	cysteine rich hydrophobic domain 2 [Source:NCBI gene;Acc:107313756]	4	59084278	59104495	CHIC2	protein_coding	0.364007364762595	3.80661727199266	0.605694283943013	0.436413609598367	0.999984147965351
ENSCJPG00005010702	ligand of numb-protein X 1 [Source:NCBI gene;Acc:107313733]	4	59261691	59317445	LNX1	protein_coding	0.278168796294942	3.60150125875597	0.23650682006668	0.626740536156537	0.999984147965351
ENSCJPG00005010703	factor interacting with PAPOLA and CPSF1 [Source:NCBI gene;Acc:107313734]	4	59317601	59351408		protein_coding	-0.0677157723467994	6.32882692282128	0.0240616504369058	0.876728148388589	0.999984147965351
ENSCJPG00005010704	sec1 family domain containing 2 [Source:NCBI gene;Acc:107313748]	4	59353805	59512657	SCFD2	protein_coding	0.139073769484247	6.22796472076457	0.101717433302497	0.749778300660905	0.999984147965351
ENSCJPG00005010705	RAS like family 11 member B [Source:NCBI gene;Acc:107313749]	4	59516727	59518899	RASL11B	protein_coding	-0.505398411582213	4.86427165410519	0.729588391905125	0.393016639229858	0.999984147965351
ENSCJPG00005010707		4	59542838	59542970		snoRNA	0.345705824377229	-3.6576954037308	0.0313850099965709	0.859384167359608	0.999984147965351
ENSCJPG00005010708	ubiquitin specific peptidase 46 [Source:NCBI gene;Acc:107313743]	4	59550020	59570412	USP46	protein_coding	-0.223276541644424	4.75079731381297	0.253051759762656	0.614934389848339	0.999984147965351
ENSCJPG00005010709		4	59586145	59593217		lncRNA	-0.511700911534667	-3.93570256278853	0.107114840398006	0.743453065391434	0.999984147965351
ENSCJPG00005010710	spermatogenesis associated 18 [Source:NCBI gene;Acc:107313746]	4	59687026	59699086	SPATA18	protein_coding	-0.10617360810746	2.85510550292867	0.019112649221384	0.890044021412288	0.999984147965351
ENSCJPG00005010711	sarcoglycan beta [Source:NCBI gene;Acc:107313747]	4	59699522	59702708	SGCB	protein_coding	-0.0652017808906325	6.02928311277833	0.0255878802449523	0.87291091276495	0.999984147965351
ENSCJPG00005010712	leucine rich repeat containing 66 [Source:NCBI gene;Acc:107313745]	4	59704601	59711390		protein_coding	0.213783836530231	1.37176098525419	0.0981127851718924	0.754106228101437	0.999984147965351
ENSCJPG00005010713	defective in cullin neddylation 1 domain containing 4 [Source:NCBI gene;Acc:107313754]	4	59719577	59744802	DCUN1D4	protein_coding	-0.190174320125162	4.7276121106679	0.226890587123712	0.633839057880408	0.999984147965351
ENSCJPG00005010722		4	59766818	59771870		protein_coding	-0.0242214662909379	-2.60463813909608	0.000176922532928891	0.989387472472971	0.999984147965351
ENSCJPG00005010723	OCIA domain containing 1 [Source:NCBI gene;Acc:107313701]	4	59785054	59799586	OCIAD1	protein_coding	-0.0224390982784678	5.46662751346886	0.00329328048803035	0.954236830159183	0.999984147965351
ENSCJPG00005010724		4	59801166	59802206		lncRNA	0.0567826521407979	-1.62860350605531	0.00336241305725338	0.95375952696607	0.999984147965351
ENSCJPG00005010730	FRY like transcription coactivator [Source:NCBI gene;Acc:107313695]	4	59855519	59937906	FRYL	protein_coding	-0.352971591749627	6.04211260398477	0.430981516975681	0.511507725460617	0.999984147965351
ENSCJPG00005010733	dystrophin related protein 2 [Source:NCBI gene;Acc:107312610]	4	2004453	2020512	DRP2	protein_coding	1.83746740274756	4.59323074219384	9.31044946049907	0.0022785057950749	0.530464630415874
ENSCJPG00005010763	centromere protein I [Source:NCBI gene;Acc:107312625]	4	2032901	2047013	CENPI	protein_coding	-0.0102746337797968	5.92153462463305	0.000639170970037295	0.979830166198092	0.999984147965351
ENSCJPG00005010765	transmembrane protein 35A [Source:NCBI gene;Acc:107312633]	4	2051038	2053957	TMEM35A	protein_coding	-0.00626733673916914	4.14316804748155	0.000153128327212926	0.990126826998853	0.999984147965351
ENSCJPG00005010767	tRNA methyltransferase 2 homolog B [Source:NCBI gene;Acc:107312639]	4	2055570	2060284	TRMT2B	protein_coding	0.18454454980542	4.74984956333854	0.192181348869216	0.66110726724055	0.999984147965351
ENSCJPG00005010781		4	2060914	2069866		protein_coding	-0.42098229741542	-0.157575528088359	0.35449549890577	0.551579302584304	0.999984147965351
ENSCJPG00005010782	factor VIII intron 22 protein-like [Source:NCBI gene;Acc:107312553]	4	2066484	2067545		protein_coding	0.981757786759152	4.46881746163584	2.43836036225093	0.11839992714625	0.999984147965351
ENSCJPG00005010783	dyskerin pseudouridine synthase 1 [Source:NCBI gene;Acc:107312551]	4	2068078	2074948	DKC1	protein_coding	0.426869337753361	8.17339704174637	0.559054151830651	0.454641590358993	0.999984147965351
ENSCJPG00005010784		4	2069841	2070081		snoRNA	-0.125549682514402	-2.89985603374977	0.0144935289592516	0.904174946726771	0.999984147965351
ENSCJPG00005010785	Small nucleolar RNA SNORD83 [Source:RFAM;Acc:RF00137]	4	2070611	2070686	SNORD83	snoRNA	0.827189487803621	-2.57513380951285	0.394733269955357	0.52982182813472	0.999984147965351
ENSCJPG00005010786		4	2071060	2071193		snoRNA	0.430739931877627	-1.2367343903825	0.149685493882106	0.698836092924549	0.999984147965351
ENSCJPG00005010787	small nucleolar RNA, C/D box 17 [Source:HGNC Symbol;Acc:HGNC:32713]	4	2072307	2072552		snoRNA	-0.768843570858868	-1.90141017126648	0.619053828016221	0.431399106791459	0.999984147965351
ENSCJPG00005010788	Small nucleolar RNA SNORD83 [Source:RFAM;Acc:RF00137]	4	2073028	2073103	SNORD83	snoRNA	-0.218177712014692	-3.63316907386271	0.0191949729026808	0.889808977879732	0.999984147965351
ENSCJPG00005010789	small nucleolar RNA, H/ACA box 56 [Source:HGNC Symbol;Acc:HGNC:32650]	4	2073793	2073926	SNORA56	snoRNA	0.371762480544667	-3.00536511139696	0.0526579062851971	0.818501221423165	0.999984147965351
ENSCJPG00005010790	membrane palmitoylated protein 1 [Source:NCBI gene;Acc:107312552]	4	2077815	2091040	MPP1	protein_coding	0.442403534258359	6.48572752578623	0.514619378939301	0.473145970744805	0.999984147965351
ENSCJPG00005010798	coagulation factor VIII [Source:NCBI gene;Acc:107312550]	4	2094834	2113173	F8	protein_coding	0.152812908140276	4.23849794153173	0.108657710110563	0.741677519102965	0.999984147965351
ENSCJPG00005011179	FUN14 domain containing 2 [Source:NCBI gene;Acc:107312581]	4	2118352	2121563	FUNDC2	protein_coding	0.147900845901171	6.29895619070437	0.0920404989698369	0.761598936099386	0.999984147965351
ENSCJPG00005011180	C-X9-C motif containing 4 [Source:NCBI gene;Acc:107312583]	4	2123091	2128032	CMC4	protein_coding	0.192046509056745	4.06392313251172	0.182563691742757	0.669179238978343	0.999984147965351
ENSCJPG00005011181	BRCA1/BRCA2-containing complex subunit 3 [Source:NCBI gene;Acc:107312493]	4	2128805	2136811	BRCC3	protein_coding	0.274423669572732	5.83925255860705	0.448141006479827	0.503219085270109	0.999984147965351
ENSCJPG00005011183	mature T cell proliferation 1 [Source:NCBI gene;Acc:107312582]	4	2129233	2129815		protein_coding	0.390333264071424	2.14478672881392	0.435538231367957	0.509283860141085	0.999984147965351
ENSCJPG00005011185	O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]	4	2154119	2161197	OGT	protein_coding	-0.113629284077663	7.18389949116853	0.0544265213482049	0.815532400295657	0.999984147965351
ENSCJPG00005011200	malignant fibrous histiocytoma amplified sequence 1 [Source:NCBI gene;Acc:107313452]	4	44133152	44152622	MFHAS1	protein_coding	0.0970965753703726	5.09401322265769	0.0503519769932552	0.822451935623334	0.999984147965351
ENSCJPG00005011201	exoribonuclease 1 [Source:NCBI gene;Acc:107313453]	4	44156226	44164805	ERI1	protein_coding	0.0726378436048927	6.18881389062147	0.0377927033333378	0.845859984794965	0.999984147965351
ENSCJPG00005011202	protein phosphatase 1 regulatory subunit 3B [Source:NCBI gene;Acc:107313499]	4	44187134	44189921	PPP1R3B	protein_coding	-0.787457895961081	0.64492553455689	1.44576797846005	0.229208231952063	0.999984147965351
ENSCJPG00005011203		4	44204252	44215234		protein_coding	-1.34044086486698	4.26419150684641	1.94118671919968	0.163539739908612	0.999984147965351
ENSCJPG00005011204		4	44207259	44214756		protein_coding	-1.32815016188148	4.08899165171023	1.76282925439185	0.18427201081035	0.999984147965351
ENSCJPG00005011205	claudin 23 [Source:NCBI gene;Acc:107313506]	4	44217152	44217853	CLDN23	protein_coding	-1.64488333098934	-1.41985418815086	2.62324047466671	0.105309184277915	0.999984147965351
ENSCJPG00005011206	PEAK1 related, kinase-activating pseudokinase 1 [Source:NCBI gene;Acc:107313489]	4	44230457	44246768	PRAG1	protein_coding	-0.440526160617371	4.60325942413389	0.836913854855453	0.360280904136486	0.999984147965351
ENSCJPG00005011207	membrane bound O-acyltransferase domain containing 4 [Source:NCBI gene;Acc:107313410]	4	44249334	44251145	MBOAT4	protein_coding	-1.30427395295748	-3.10123070812262	0.83204778655067	0.361681057810624	0.999984147965351
ENSCJPG00005011208	ribonuclease CL2 [Source:NCBI gene;Acc:107313414]	4	44255444	44255881		protein_coding	-1.3067682674247	-0.0819523463876355	1.4741078258515	0.224698688054137	0.999984147965351
ENSCJPG00005011209	cyclin I [Source:NCBI gene;Acc:107313413]	4	44267952	44280292	CCNI	protein_coding	0.406349913577113	8.75948471966601	0.872621300564902	0.350230642620346	0.999984147965351
ENSCJPG00005011210	TATA-box binding protein associated factor 1 [Source:NCBI gene;Acc:107312489]	4	2163628	2191442		protein_coding	-0.11958859347918	8.4673538325178	0.0737542969877722	0.785946960609297	0.999984147965351
ENSCJPG00005012033	rho-related GTP-binding protein RhoG-like [Source:NCBI gene;Acc:107312494]	4	2193797	2194372		protein_coding	0.219404741178601	4.57125239749777	0.255113272088928	0.613497457380697	0.999984147965351
ENSCJPG00005012034	integrin subunit beta 1 binding protein 2 [Source:NCBI gene;Acc:107312492]	4	2199476	2209216	ITGB1BP2	protein_coding	0.698373419636559	0.0994715441946475	1.02720058926533	0.31081707681807	0.999984147965351
ENSCJPG00005012035	non-POU domain containing octamer binding [Source:NCBI gene;Acc:107312607]	4	2213027	2224588	NONO	protein_coding	0.0155883568979481	8.6435682419488	0.00108305446610757	0.973746523453906	0.999984147965351
ENSCJPG00005012036	zinc finger MYM-type containing 3 [Source:NCBI gene;Acc:107312584]	4	2232864	2253013	ZMYM3	protein_coding	0.295474110215578	6.2329117099539	0.530163835310802	0.466537987870322	0.999984147965351
ENSCJPG00005012348	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	4	2242884	2243004	5S_rRNA	rRNA	0.405255253910234	-1.45532108174013	0.138715659451023	0.709561173525494	0.999984147965351
ENSCJPG00005012349		4	2253671	2255744		protein_coding	0.336945692105585	3.23867439716505	0.389416821033668	0.532606104699503	0.999984147965351
ENSCJPG00005012350	gap junction protein beta 1 [Source:NCBI gene;Acc:107312587]	4	2256612	2257451	GJB1	protein_coding	0.396275794026712	1.37896179662507	0.252864993704462	0.61506493305637	0.999984147965351
ENSCJPG00005012351	neuroligin 3 [Source:NCBI gene;Acc:107312598]	4	2262915	2278818	NLGN3	protein_coding	0.372557916641588	5.25222029238401	0.565003323586815	0.452251322493925	0.999984147965351
ENSCJPG00005012353	mediator complex subunit 12 [Source:NCBI gene;Acc:107312579]	4	2297356	2328630	MED12	protein_coding	0.0803055206534147	7.08421503879087	0.0308231644862644	0.860635487990137	0.999984147965351
ENSCJPG00005013142	Coturnix japonica interleukin 2 receptor subunit gamma (IL2RG), mRNA. [Source:RefSeq mRNA;Acc:NM_001323202]	4	2329166	2331865	IL2RG	protein_coding	0.247199047861763	1.92776925183145	0.148457941230815	0.700013381889314	0.999984147965351
ENSCJPG00005013146	chromosome X open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:33713]	4	2332215	2334767	CXorf65	protein_coding	-0.558547101016442	-3.37134121961925	0.191932964282347	0.661312674035189	0.999984147965351
ENSCJPG00005013147	sestrin-3-like [Source:NCBI gene;Acc:107312575]	4	2335429	2338138		protein_coding	0.289381691645233	3.72403517100749	0.378724837914991	0.538286472757107	0.999984147965351
ENSCJPG00005013152	forkhead box O4 [Source:NCBI gene;Acc:107312483]	4	2346798	2355496	FOXO4	protein_coding	0.0464060753106438	4.83130225972103	0.0106485238111986	0.917810839251983	0.999984147965351
ENSCJPG00005013153	sorting nexin 12 [Source:NCBI gene;Acc:107312501]	4	2356325	2358432	SNX12	protein_coding	0.552924236593294	6.46780834523637	1.13742724334028	0.28619662101987	0.999984147965351
ENSCJPG00005013155	solute carrier family 7 member 3 [Source:NCBI gene;Acc:107312497]	4	2378559	2391708	SLC7A3	protein_coding	0.533077870154365	5.81814065784626	1.2401836059241	0.265435671420605	0.999984147965351
ENSCJPG00005013311	nuclear cap-binding protein subunit 2 [Source:NCBI gene;Acc:107312499]	4	2393914	2396001		protein_coding	0.326409113094153	6.45639836330632	0.699538691541655	0.402938743990476	0.999984147965351
