geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005013735	9	13698258	13705791	protein_coding		cytochrome P450 2J6-like [Source:NCBI gene;Acc:107318141]	0.433582361	0.364135259	0.793823011	0.999994659	2.986668044	2.101253937	7.39E-05	0.000153435
ENSCJPG00005013736	9	13709095	13713910	protein_coding		cytochrome P450 2J2-like [Source:NCBI gene;Acc:107318142]	0.826730942	0.023562563	0.534346649	0.999994659	-3.042777747	4.341257115	9.58E-08	2.65E-07
ENSCJPG00005013737	9	13715802	13726960	protein_coding	CAPN10	calpain 10 [Source:NCBI gene;Acc:107318140]	0.012254712	6.125250782	0.969431617	0.999994659	0.403713729	5.70987379	0.039205263	0.055081632
ENSCJPG00005013738	9	13730794	13741959	protein_coding	RNPEPL1	arginyl aminopeptidase like 1 [Source:NCBI gene;Acc:107318139]	0.215857105	5.045406171	0.407586774	0.999994659	1.210404928	7.375372186	5.30E-12	2.05E-11
ENSCJPG00005013739	9	13742271	13776612	protein_coding	ABCC5	ATP binding cassette subfamily C member 5 [Source:NCBI gene;Acc:107318138]	0.006310603	8.518166618	0.974202979	0.999994659	-0.725515906	7.267031456	2.45E-06	5.93E-06
ENSCJPG00005013740	9	13760755	13764911	protein_coding			0.079789379	6.048712714	0.727177861	0.999994659	-0.928609663	4.022844643	0.00024271	0.000472923
ENSCJPG00005013741	9	13787240	13798479	protein_coding	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon [Source:NCBI gene;Acc:107318251]	-0.148284308	6.146740571	0.443509658	0.999994659	0.209365671	6.436922539	0.226874708	0.271487045
ENSCJPG00005013742	9	13799944	13825780	protein_coding	DVL3	dishevelled segment polarity protein 3 [Source:NCBI gene;Acc:107318246]	0.112617146	5.287065659	0.601049404	0.999994659	-0.880548382	6.611601232	9.41E-08	2.61E-07
ENSCJPG00005013743	9	13834530	13859446	protein_coding	AP2M1	adaptor related protein complex 2 subunit mu 1 [Source:NCBI gene;Acc:107318192]	0.015257088	9.845331363	0.936795898	0.999994659	0.938100599	9.839188796	6.10E-12	2.34E-11
ENSCJPG00005013744	9	13860542	13866642	protein_coding	ABCF3	ATP binding cassette subfamily F member 3 [Source:NCBI gene;Acc:107318191]	0.151800371	5.983791066	0.485731239	0.999994659	-0.262981613	6.079491021	0.238815325	0.284183584
ENSCJPG00005013745	9	13867505	13869979	protein_coding			0.29283402	1.519309594	0.491296237	0.999994659	-1.63184652	3.937290263	3.02E-08	8.78E-08
ENSCJPG00005013746	9	13872312	13873577	protein_coding		serine/arginine repetitive matrix protein 2-like [Source:NCBI gene;Acc:107318208]	0.18485313	2.807145976	0.641819746	0.999994659	-1.895536306	4.782389114	3.84E-14	1.72E-13
ENSCJPG00005013747	9	13875965	13883082	pseudogene		von Willebrand factor A domain containing 5B2 [Source:NCBI gene;Acc:107318206]	0.040980432	4.09768231	0.876514316	0.999994659	0.522131938	1.670208684	0.3007491	0.349235922
ENSCJPG00005013748	9	13882374	13889119	protein_coding	EEF1AKMT4	EEF1A lysine methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:53611]	0.024717021	0.97843643	0.96636786	0.999994659	-0.402014833	3.592810869	0.195867943	0.240260677
ENSCJPG00005013749	9	13883317	13885839	protein_coding	ALG3	"ALG3 alpha-1,3- mannosyltransferase [Source:NCBI gene;Acc:107318207]"	0.114340719	3.954873149	0.713587466	0.999994659	-0.656335681	4.86946103	0.015646585	0.023488205
ENSCJPG00005013750	9	13891127	13892814	protein_coding	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:NCBI gene;Acc:107318230]	0.237221209	6.782964574	0.264103843	0.999994659	-2.429577605	1.559207931	4.97E-08	1.41E-07
ENSCJPG00005013751	9	13898636	13903675	pseudogene		endothelin-converting enzyme 2-like [Source:NCBI gene;Acc:107318232]	0.097751578	7.26815598	0.689441806	0.999994659	5.393604414	4.593670462	3.54E-64	9.46E-63
ENSCJPG00005013752	9	13905887	13911320	protein_coding	PSMD2	"proteasome 26S subunit, non-ATPase 2 [Source:NCBI gene;Acc:107318228]"	0.065188975	8.025610011	0.739320798	0.999994659	-0.096434283	7.233897702	0.515153618	0.563520721
ENSCJPG00005013753	9	13912890	13929045	protein_coding	EIF4G1	eukaryotic translation initiation factor 4 gamma 1 [Source:NCBI gene;Acc:107318224]	-0.052924193	7.807736068	0.78239436	0.999994659	-0.440345317	7.874641067	0.008890936	0.013931824
ENSCJPG00005013754	9	13921895	13921971	snoRNA			1.788677529	-2.610573804	0.281777045	0.999994659	2.024499258	-2.837700703	0.202665824	0.245358511
ENSCJPG00005013755	9	13923107	13923182	snoRNA			1.773152007	-2.612861781	0.283766964	0.999994659	1.119382719	-2.631452515	0.4358269	0.487339247
ENSCJPG00005013756	9	13932269	13939025	protein_coding	FAM131A	family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]	-0.027395572	5.239350019	0.909733182	0.999994659	-0.581443222	-0.154946622	0.348011076	0.399031667
ENSCJPG00005013757	9	13933658	13940055	protein_coding			0.072332202	3.598218986	0.853089756	0.999994659	-2.513617456	-2.039546173	0.041992396	0.058735581
ENSCJPG00005013763	9	13937645	13947364	protein_coding	CLCN2	chloride voltage-gated channel 2 [Source:NCBI gene;Acc:107318271]	0.064071201	4.659799183	0.896977257	0.999994659	2.154064082	-0.356904666	0.000152839	0.000305456
ENSCJPG00005013764	9	13948556	13956501	protein_coding	CHRD	chordin [Source:NCBI gene;Acc:107318256]	0.232836772	2.597538665	0.648001618	0.999994659	-3.226042549	2.685282306	7.07E-10	2.35E-09
ENSCJPG00005013765	9	13961870	13963075	protein_coding		thrombopoietin [Source:NCBI gene;Acc:107318257]	0.106947628	2.842044429	0.879991226	0.999994659	0.599178621	0.32526288	0.343415311	0.394562272
ENSCJPG00005013766	9	13964160	13964822	protein_coding	POLR2H	RNA polymerase II subunit H [Source:NCBI gene;Acc:107318259]	0.25300708	4.644683483	0.317997506	0.999994659	-0.7232817	4.775903518	0.009754964	0.01519195
ENSCJPG00005013767	9	13979279	13989915	protein_coding	EPHB3	EPH receptor B3 [Source:NCBI gene;Acc:107318255]	0.367516877	4.490279838	0.357515955	0.999994659	-1.433209207	3.869493387	3.13E-05	6.79E-05
ENSCJPG00005013768	9	14076143	14089718	protein_coding	SENP5	SUMO specific peptidase 5 [Source:NCBI gene;Acc:107318187]	-0.001817336	6.56622313	0.992715632	0.999994659	-0.542610317	5.694262781	0.019596754	0.028954576
ENSCJPG00005013783	9	14116931	14136017	lncRNA			0.430113979	-0.155704826	0.446085045	0.999994659	3.563445885	-0.454280491	7.25E-07	1.84E-06
ENSCJPG00005013784	9	14147317	14154180	protein_coding	AHSG	alpha 2-HS glycoprotein [Source:NCBI gene;Acc:107318286]	1.575296569	-0.611444486	0.065920562	0.999994659	1.760559004	-1.110545004	0.033418231	0.047460999
ENSCJPG00005013785	9	14159230	14166620	protein_coding	FETUB	fetuin B [Source:NCBI gene;Acc:107318298]	-0.078626783	-0.026706003	0.889189075	0.999994659	1.86250898	-0.717618712	0.044190108	0.061505259
ENSCJPG00005013786	9	14168782	14179396	protein_coding		histidine rich glycoprotein [Source:NCBI gene;Acc:107318177]	-0.881335997	1.504766381	0.42639998	0.999994659	2.359465822	-2.006227798	0.058286122	0.07954653
ENSCJPG00005013787	9	14181554	14198482	protein_coding	KNG1	kininogen 1 [Source:NCBI gene;Acc:107318178]	-0.074525311	-0.890171291	0.940074152	0.999994659	-0.602810148	0.734591957	0.266227142	0.314003962
ENSCJPG00005013788	9	14210344	14216409	protein_coding	EIF4A2	eukaryotic translation initiation factor 4A2 [Source:NCBI gene;Acc:107318175]	-0.064954372	10.80105951	0.736454442	0.999994659	-1.462525063	9.522486882	8.06E-29	7.33E-28
ENSCJPG00005013789	9	14211453	14211522	snoRNA			0.23012576	0.744380569	0.595373947	0.999994659	-1.894373728	-0.000797277	0.002062564	0.0035488
ENSCJPG00005013790	9	14213699	14213879	snoRNA	SNORA81	"small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]"	0.118874917	1.776430085	0.783614424	0.999994659	-1.309011692	0.301918592	0.042272486	0.059101547
ENSCJPG00005013791	9	14214196	14214323	snoRNA	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	0.140783299	1.122997301	0.7688318	0.999994659	-1.559432609	-0.048768901	0.008500768	0.013358846
ENSCJPG00005013792	9	14217613	14225167	protein_coding	RFC4	replication factor C subunit 4 [Source:NCBI gene;Acc:107318176]	-0.002393453	3.030591702	0.994396294	0.999994659	1.015797838	6.300741576	1.45E-06	3.59E-06
ENSCJPG00005013793	9	14250378	14254536	protein_coding			-0.160738517	0.000531184	0.78975692	0.999994659	-1.630760856	-1.113870968	0.025664283	0.037286137
ENSCJPG00005013794	9	14263799	14355288	protein_coding	MCF2L2	MCF.2 cell line derived transforming sequence-like 2 [Source:NCBI gene;Acc:107318129]	-0.003141859	6.888075688	0.987918606	0.999994659	0.343629791	5.477279486	0.376410661	0.42781829
ENSCJPG00005014223	9	14300556	14301680	protein_coding	B3GNT5	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:NCBI gene;Acc:107318134]"	-1.86505844	1.219589962	0.033114098	0.999994659	0.876547306	6.719220128	3.93E-05	8.42E-05
ENSCJPG00005014224	9	14362243	14373123	protein_coding		lysosomal associated membrane protein 3 [Source:NCBI gene;Acc:107318133]	-0.05478693	3.94024652	0.921679931	0.999994659	2.873001298	4.23925113	4.80E-06	1.13E-05
ENSCJPG00005014225	9	14378102	14390691	protein_coding	MCCC1	methylcrotonoyl-CoA carboxylase 1 [Source:NCBI gene;Acc:107318132]	-0.11354416	5.73148574	0.588602268	0.999994659	-2.308079041	6.090131844	7.00E-23	4.94E-22
ENSCJPG00005014226	9	14403038	14409162	protein_coding	DCUN1D1	defective in cullin neddylation 1 domain containing 1 [Source:NCBI gene;Acc:107318135]	-0.067484164	4.512947673	0.772218817	0.999994659	1.521762194	5.178940041	2.12E-12	8.43E-12
ENSCJPG00005014227	9	14417317	14507784	protein_coding	ATP11B	ATPase phospholipid transporting 11B (putative) [Source:NCBI gene;Acc:107318131]	-0.342279952	7.525523259	0.171541426	0.999994659	1.498440262	8.696210009	4.76E-20	2.95E-19
ENSCJPG00005014228	9	14694410	14777053	lncRNA			-2.032844832	-2.603147041	0.211711767	0.999994659	1.954503186	0.706497341	0.001500823	0.002632466
ENSCJPG00005014229	9	14827848	14829005	lncRNA			-0.308346105	-1.479412393	0.753841464	0.999994659	4.02553791	-2.441840256	0.007603822	0.012031926
ENSCJPG00005014232	9	14830257	14831471	protein_coding	SOX2	SRY-box transcription factor 2 [Source:NCBI gene;Acc:107318220]	0.185211727	4.978129291	0.469217321	0.999994659	2.518300311	0.442014707	1.20E-05	2.72E-05
ENSCJPG00005014233	9	14840733	14840994	misc_RNA			0.443740998	2.79164682	0.171666868	0.999994659	5.977923083	0.619675539	4.02E-16	2.04E-15
ENSCJPG00005014234	9	14876639	14876864	misc_RNA			1.319581571	-1.106604574	0.059073004	0.999994659	-1.627973311	-2.379642898	0.204797483	0.247674057
ENSCJPG00005014236	9	15024226	15029415	protein_coding	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19 [Source:NCBI gene;Acc:107318151]	-0.077887214	4.763591849	0.781735857	0.999994659	0.798776373	5.057487669	0.000301331	0.000581604
ENSCJPG00005014242	9	15032948	15059948	protein_coding	FXR1	FMR1 autosomal homolog 1 [Source:NCBI gene;Acc:107318150]	0.023964788	7.934421798	0.904835416	0.999994659	0.915964066	8.257724043	8.87E-12	3.37E-11
ENSCJPG00005014243	9	15071025	15103072	lncRNA			0.185643238	-1.193327248	0.829485874	0.999994659	4.981161919	2.362097749	5.16E-24	3.86E-23
ENSCJPG00005014244	9	15103477	15117443	protein_coding	CCDC39	coiled-coil domain containing 39 [Source:NCBI gene;Acc:107318148]	-0.198246583	4.18771674	0.63811043	0.999994659	7.009567937	8.762299393	1.21E-163	1.55E-161
ENSCJPG00005014245	9	15118838	15127193	protein_coding	TTC14	tetratricopeptide repeat domain 14 [Source:NCBI gene;Acc:107318149]	0.031235198	6.945875772	0.885027502	0.999994659	0.367366694	6.158223061	0.027737136	0.04006452
ENSCJPG00005014246	9	15257446	15294228	protein_coding	PEX5L	peroxisomal biogenesis factor 5 like [Source:NCBI gene;Acc:107318261]	-0.514721206	6.383598884	0.165363439	0.999994659	1.819854539	1.998291273	0.000769384	0.00140542
ENSCJPG00005014247	9	15305756	15340992	protein_coding	USP13	ubiquitin specific peptidase 13 [Source:NCBI gene;Acc:107318115]	-0.08393497	0.852083074	0.889079435	0.999994659	-0.436615904	4.501032803	0.082687997	0.108935995
ENSCJPG00005014248	9	15341998	15344875	protein_coding	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5 [Source:NCBI gene;Acc:107318123]	0.028414527	7.32507212	0.915736368	0.999994659	-0.125184736	6.430203718	0.553464618	0.600813362
ENSCJPG00005014249	9	15344982	15347552	protein_coding	MRPL47	mitochondrial ribosomal protein L47 [Source:NCBI gene;Acc:107318122]	0.028028996	5.228832117	0.896274401	0.999994659	0.682395406	6.222099949	4.28E-05	9.13E-05
ENSCJPG00005014250	9	15349656	15357362	protein_coding	ACTL6A	actin like 6A [Source:NCBI gene;Acc:107318118]	-0.038540404	4.957596551	0.915062916	0.999994659	-0.177915767	5.552577244	0.341713596	0.39277143
ENSCJPG00005014251	9	15401018	15408084	protein_coding	GNB4	G protein subunit beta 4 [Source:NCBI gene;Acc:107318120]	-0.013183089	6.608763393	0.958112887	0.999994659	-0.499721029	6.173930261	0.001469411	0.002581845
ENSCJPG00005014252	9	15414431	15429551	protein_coding	MFN1	mitofusin 1 [Source:NCBI gene;Acc:107318116]	0.056457789	7.27912788	0.763729874	0.999994659	2.078487362	8.441701433	2.91E-40	4.02E-39
ENSCJPG00005014253	9	15432100	15434573	protein_coding	ZNF639	zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]	-0.138763616	5.659471181	0.550250164	0.999994659	2.379111393	7.66541635	5.72E-30	5.48E-29
ENSCJPG00005014254	9	15443005	15463312	protein_coding	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:NCBI gene;Acc:107318114]"	0.005380163	6.872931788	0.977907618	0.999994659	-0.828980916	6.071185498	0.000756947	0.001384148
ENSCJPG00005014255	9	15474012	15479982	protein_coding	ZMAT3	zinc finger matrin-type 3 [Source:NCBI gene;Acc:107318121]	-0.046214052	5.446002627	0.856151239	0.999994659	-0.939198607	4.856805879	2.28E-06	5.54E-06
ENSCJPG00005014256	9	15507567	15519175	protein_coding		potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:NCBI gene;Acc:107318146]	0.420300321	3.512699852	0.177713786	0.999994659	-4.107066935	1.998175822	2.07E-09	6.64E-09
ENSCJPG00005014257	9	15619009	15623950	lncRNA			-0.153412999	-2.507446183	0.91577131	0.999994659	-0.632418043	-0.502555955	0.299231857	0.347869925
ENSCJPG00005014258	9	15629920	15639383	lncRNA			-1.089224901	-2.388958445	0.461772454	0.999994659	-1.722230597	-2.842963146	0.299373701	0.347869925
ENSCJPG00005014261	9	15746145	15776516	lncRNA			-0.517720298	-2.234165683	0.727448615	0.999994659	0.376941684	2.065878391	0.743635724	0.779777077
ENSCJPG00005014262	9	15843962	15889498	protein_coding	TBL1XR1	transducin beta like 1 X-linked receptor 1 [Source:NCBI gene;Acc:107318145]	0.015107016	5.132184236	0.94826428	0.999994659	0.143815455	5.120035579	0.50600473	0.554838862
ENSCJPG00005014263	9	16042862	16059190	lncRNA			1.460890434	-1.25057625	0.066035997	0.999994659	-0.833107536	-1.857281084	0.345127978	0.396151198
ENSCJPG00005014265	9	16144027	16488396	protein_coding	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2 [Source:NCBI gene;Acc:107318243]	-0.539609428	1.209954917	0.180123893	0.999994659	-2.251255973	2.405632274	5.20E-09	1.62E-08
ENSCJPG00005014266	9	16494023	16498439	lncRNA			-0.379164819	-0.815967134	0.741737352	0.999994659	-3.620717418	0.269356862	3.05E-06	7.31E-06
ENSCJPG00005014267	9	16505988	16884708	protein_coding	NLGN1	neuroligin 1 [Source:NCBI gene;Acc:107318274]	0.00475751	6.532248196	0.992792964	0.999994659	-2.001509144	1.901167339	1.70E-06	4.18E-06
ENSCJPG00005014270	9	16908335	16973831	protein_coding	SPATA16	spermatogenesis associated 16 [Source:NCBI gene;Acc:107318316]	0.140409837	-1.294376034	0.919956212	0.999994659	11.2058647	6.263374228	4.14E-142	3.67E-140
ENSCJPG00005014271	9	16981929	17003623	protein_coding	ECT2	epithelial cell transforming 2 [Source:NCBI gene;Acc:107318314]	-0.805076119	3.446404372	0.205814527	0.999994659	-1.190244695	7.259652535	2.06E-16	1.06E-15
ENSCJPG00005014272	9	17006204	17021139	protein_coding	NCEH1	neutral cholesterol ester hydrolase 1 [Source:NCBI gene;Acc:107318305]	0.01777331	5.313991076	0.938831664	0.999994659	0.365192789	6.329325324	0.037020019	0.052209878
ENSCJPG00005014273	9	17038753	17044783	protein_coding	TNFSF10	TNF superfamily member 10 [Source:NCBI gene;Acc:107318308]	-0.069266418	3.158838265	0.842327164	0.999994659	-4.277612035	4.942794727	3.52E-38	4.55E-37
ENSCJPG00005014274	9	17051402	17055177	protein_coding	GHS-R	growth hormone secretagogue receptor [Source:NCBI gene;Acc:107318307]	0.314840974	0.451027999	0.546131164	0.999994659	0.211015886	-0.397461941	0.705781653	0.745901401
ENSCJPG00005014275	9	17063777	17194119	protein_coding	FNDC3B	fibronectin type III domain containing 3B [Source:NCBI gene;Acc:107318312]	-0.014610346	4.507236588	0.952994079	0.999994659	-3.590627495	5.293634934	4.46E-54	9.19E-53
ENSCJPG00005014276	9	17230232	17237018	lncRNA			2.539154076	-2.508359362	0.137449115	0.999994659	3.837471918	-1.702146712	0.000157568	0.000314514
ENSCJPG00005014277	9	17247819	17282264	protein_coding	PLD1	phospholipase D1 [Source:NCBI gene;Acc:107318313]	-0.304020635	7.042140274	0.637805988	0.999994659	-1.359259449	5.839150118	9.12E-06	2.09E-05
ENSCJPG00005014278	9	17286795	17291665	lncRNA			0.622394231	-0.762079818	0.40367363	0.999994659	-3.083986567	-1.26754524	0.002057047	0.003539941
ENSCJPG00005014297	9	17314041	17427594	protein_coding	TNIK	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]	-0.06993983	9.340504357	0.726523063	0.999994659	-1.035770429	6.637101308	6.48E-05	0.000135498
ENSCJPG00005017898	9	17423524	17427317	protein_coding			-0.014014195	6.3084706	0.943329953	0.999994659	-1.242824739	3.422702671	0.000118936	0.000241005
ENSCJPG00005017899	9	17429144	17436108	protein_coding	SLC2A2	solute carrier family 2 member 2 [Source:NCBI gene;Acc:107318334]	1.379445034	-1.930813258	0.308623281	0.999994659	8.177337042	1.970748608	5.63E-26	4.57E-25
ENSCJPG00005017900	9	17439779	17443029	protein_coding	EIF5A2	eukaryotic translation initiation factor 5A2 [Source:NCBI gene;Acc:107318339]	0.049049603	5.168734788	0.814312791	0.999994659	1.015321867	6.754106574	4.77E-09	1.49E-08
ENSCJPG00005017901	9	17445912	17448844	protein_coding	RPL22L1	ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]	0.35759217	6.601797469	0.149065976	0.999994659	0.653144778	7.126707936	0.007281749	0.011568954
ENSCJPG00005017902	9	17484849	17494480	protein_coding	SLC7A14	solute carrier family 7 member 14 [Source:NCBI gene;Acc:107318321]	0.003834665	7.520580376	0.989176684	0.999994659	1.132079634	3.029389252	0.000384686	0.00073068
ENSCJPG00005017904	9	17499764	17505548	protein_coding		claudin 11 [Source:NCBI gene;Acc:107318325]	0.58757331	5.742776537	0.191290455	0.999994659	5.325494897	5.690910242	9.63E-33	1.02E-31
ENSCJPG00005017905	9	17511234	17521004	protein_coding	SKIL	SKI like proto-oncogene [Source:NCBI gene;Acc:107318322]	-0.035674411	5.546680885	0.886122738	0.999994659	0.962722144	5.510074364	2.60E-05	5.69E-05
ENSCJPG00005017906	9	17525814	17545556	protein_coding	PRKCI	protein kinase C iota [Source:NCBI gene;Acc:107318323]	-0.02613606	6.269835361	0.891621428	0.999994659	-0.815493841	6.766933887	9.55E-06	2.18E-05
ENSCJPG00005017907	9	17547925	17563331	protein_coding	PHC3	polyhomeotic homolog 3 [Source:NCBI gene;Acc:107318320]	-0.002083915	5.206562415	0.991901733	0.999994659	0.948255193	5.140281308	1.97E-05	4.37E-05
ENSCJPG00005017908	9	17569651	17570904	protein_coding	GPR160	G protein-coupled receptor 160 [Source:NCBI gene;Acc:107318324]	-0.139972715	-0.601143346	0.811212331	0.999994659	4.36656323	5.404266525	3.14E-25	2.47E-24
ENSCJPG00005017909	9	17575707	17582640	protein_coding	SEC62	"SEC62 homolog, preprotein translocation factor [Source:NCBI gene;Acc:107318342]"	0.045133051	7.082049386	0.808195307	0.999994659	-1.273521093	6.833376672	1.43E-13	6.15E-13
ENSCJPG00005017911	9	17609466	17617723	protein_coding	LRRC31	leucine rich repeat containing 31 [Source:NCBI gene;Acc:107318327]	0.570936375	-0.338135402	0.45562473	0.999994659	0.057627399	4.324330185	0.907625888	0.923234038
ENSCJPG00005017912	9	17619784	17624693	protein_coding		leucine rich repeats and IQ motif containing 4 [Source:NCBI gene;Acc:107318326]	0.209530146	-1.290612508	0.813409867	0.999994659	6.524094686	6.835651553	1.19E-111	6.74E-110
ENSCJPG00005017913	9	17625076	17636041	protein_coding	LRRC34	leucine rich repeat containing 34 [Source:NCBI gene;Acc:107318329]	-0.024773138	3.79554602	0.934233749	0.999994659	2.21553623	6.219769419	6.46E-42	9.41E-41
ENSCJPG00005017914	9	17635044	17643141	protein_coding	MYNN	myoneurin [Source:NCBI gene;Acc:107318331]	-0.041251658	4.326397275	0.871182817	0.999994659	-0.349505037	5.128518798	0.101807123	0.131971688
ENSCJPG00005017915	9	17643691	17644189	misc_RNA	Telomerase-vert	Vertebrate telomerase RNA [Source:RFAM;Acc:RF00024]	2.556365965	-2.505611833	0.135688232	0.999994659	4.18247426	-0.21756121	3.21E-08	9.33E-08
ENSCJPG00005017916	9	17645266	17964040	protein_coding	MECOM	MDS1 and EVI1 complex locus [Source:NCBI gene;Acc:107318330]	0.226206338	4.434337383	0.371205403	0.999994659	-0.121168255	4.740482277	0.625924127	0.670802141
ENSCJPG00005017920	9	17965105	17970643	lncRNA			0.461545201	2.963843557	0.249049046	0.999994659	-0.22053976	1.351132746	0.645550282	0.689064888
ENSCJPG00005017922	9	18001449	18144672	protein_coding		multiple epidermal growth factor-like domains protein 6 [Source:NCBI gene;Acc:107318346]	0.544025814	4.857793469	0.071528412	0.999994659	-3.949978466	3.005237863	5.67E-13	2.35E-12
ENSCJPG00005017951	9	18176843	18200617	protein_coding	GOLIM4	golgi integral membrane protein 4 [Source:NCBI gene;Acc:107318338]	-0.000599241	6.864963506	0.998912761	0.999994659	-3.048241316	6.629775523	1.51E-40	2.11E-39
ENSCJPG00005017952	9	18208650	18210861	lncRNA			-0.203428815	-2.309717175	0.8780488	0.999994659	-1.550613368	-0.808628787	0.10644302	0.137471322
ENSCJPG00005017953	9	18214971	18224499	protein_coding		protein tilB homolog [Source:NCBI gene;Acc:107318336]	0.076904102	0.495147646	0.918135118	0.999994659	7.573825034	5.883774623	1.85E-13	7.91E-13
ENSCJPG00005017954	9	18237151	18271396	protein_coding	SERPINI1	serpin family I member 1 [Source:NCBI gene;Acc:107318335]	0.263006705	8.270679806	0.562890909	0.999994659	-1.424122558	6.087227118	1.64E-17	8.95E-17
ENSCJPG00005017955	9	18278136	18283161	protein_coding	PDCD10	programmed cell death 10 [Source:NCBI gene;Acc:107318337]	0.007967361	6.321857307	0.967652389	0.999994659	-1.35949549	6.539538551	6.32E-17	3.36E-16
ENSCJPG00005017956	9	18326192	18337244	protein_coding		zinc finger B-box domain containing [Source:NCBI gene;Acc:107318347]	0.207769562	6.995797831	0.565242208	0.999994659	4.056260893	8.422689277	7.81E-68	2.21E-66
ENSCJPG00005017957	9	18384346	18414387	lncRNA			-1.48439624	-2.310909625	0.285404221	0.999994659	-5.659319399	0.81677728	2.50E-07	6.67E-07
ENSCJPG00005017958	9	18462905	18508961	lncRNA			1.164734491	-1.993393388	0.341145904	0.999994659	0.583108435	-1.884534425	0.55122136	0.598851084
ENSCJPG00005017959	9	18530807	18571301	lncRNA			-1.942090527	-2.614728557	0.221888271	0.999994659	-3.01376683	-2.636414789	0.078221532	0.103641238
ENSCJPG00005017960	9	18576604	18620722	protein_coding	BCHE	butyrylcholinesterase [Source:NCBI gene;Acc:107318341]	0.007043855	3.698254092	0.980830585	0.999994659	-1.192819094	5.675071373	1.34E-08	4.02E-08
ENSCJPG00005017961	9	18648592	18699226	lncRNA			-1.069630743	3.998783253	0.058024852	0.999994659	-1.823266227	-1.637080071	0.049988029	0.068941091
ENSCJPG00005017962	9	18731713	18734574	protein_coding	SLITRK3	SLIT and NTRK like family member 3 [Source:NCBI gene;Acc:107318344]	-0.372147634	6.893341355	0.216465589	0.999994659	-0.165040761	-0.004398715	0.767761284	0.801055246
ENSCJPG00005017963	9	18769024	18809312	protein_coding		sucrase-isomaltase [Source:NCBI gene;Acc:107318345]	-0.355432163	2.961208319	0.557112559	0.999994659	-3.004028637	4.349884446	9.09E-14	3.98E-13
ENSCJPG00005018049	9	18837030	18840214	lncRNA			2.539154076	-2.508359362	0.137449115	0.999994659	-4.223403737	-2.245963754	0.008520902	0.013385015
ENSCJPG00005018051	9	18952268	18956117	lncRNA			0.246799889	-1.000997514	0.820803408	0.999994659	-0.993009018	-1.79040319	0.248482031	0.294810749
ENSCJPG00005018053	9	18956138	18995914	lncRNA			-1.009269042	-0.990577523	0.249437688	0.999994659	-4.885353045	1.392340912	1.16E-13	5.03E-13
ENSCJPG00005018054	9	18998674	19015839	lncRNA			-0.536170527	0.024342828	0.407902257	0.999994659	-3.58794171	-1.508823038	0.00091719	0.001658239
ENSCJPG00005018056	9	19019266	19043624	lncRNA			-0.254048224	-1.989917647	0.813132628	0.999994659	-4.570592995	-2.263822189	0.036264221	0.051196548
ENSCJPG00005018057	9	19052185	19198908	lncRNA			-1.480890965	-2.31586278	0.286165307	0.999994659	-5.347732385	-1.710461412	6.47E-05	0.000135328
ENSCJPG00005018058	9	19208556	19223516	lncRNA			0.005616147	0.585063239	0.991973029	0.999994659	3.115861177	-2.064179488	0.006427473	0.010280115
ENSCJPG00005018059	9	19236489	19247948	lncRNA			-0.200798064	2.277136277	0.59466135	0.999994659	-1.804219287	-0.431795602	0.00757815	0.011998217
ENSCJPG00005018062	9	19476152	19479118	protein_coding	OTOL1	otolin 1 [Source:HGNC Symbol;Acc:HGNC:34071]	-2.794454752	-2.500106107	0.086989672	0.999994659	3.227766193	-1.491891805	0.002101287	0.003612514
ENSCJPG00005018063	9	19476504	19477016	protein_coding			-0.1706563	-2.50994389	0.909182889	0.999994659	3.626732894	-1.798441087	0.000548966	0.001023998
ENSCJPG00005018065	9	19491244	19499938	protein_coding	SPTSSB	serine palmitoyltransferase small subunit B [Source:NCBI gene;Acc:107318432]	-0.110768443	7.35970344	0.780804627	0.999994659	1.169629633	-0.554796957	0.096818839	0.12594704
ENSCJPG00005018066	9	19510554	19518276	protein_coding	NMD3	NMD3 ribosome export adaptor [Source:NCBI gene;Acc:107318428]	-0.122437892	4.725267524	0.580065521	0.999994659	-1.372299578	5.143913486	5.82E-08	1.64E-07
