Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000009356	SKIL	SKI like proto-oncogene [Source:NCBI gene;Acc:396087]	9	19949891	19961418	-1	protein_coding	1.50331772866234	2.66044652013727	44.7973319582431	2.18520247232451e-11	9.58903049393998e-11
ENSGALG00000009360	CAPN2	calpain 2 [Source:NCBI gene;Acc:395963]	3	17779866	17799623	-1	protein_coding	-4.22405191233044	-0.339582322880455	12.161107668935	0.00048796389490512	0.00111759210450493
ENSGALG00000009361	GUCY1B1	guanylate cyclase 1 soluble subunit beta [Source:NCBI gene;Acc:422408]	4	20813724	20854195	1	protein_coding	-0.0200958217021841	3.87143126803464	0.0216503056869457	0.883021179847222	0.91128375587907
ENSGALG00000009364	PRKCI	protein kinase C iota [Source:NCBI gene;Acc:424991]	9	19964981	19987896	-1	protein_coding	-0.881109904570741	5.58057402149117	130.310952727198	3.50360097161579e-30	3.3802304603863e-29
ENSGALG00000009365	CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:NCBI gene;Acc:420548]	2	22493952	22507735	-1	protein_coding	-0.0947968279908947	5.22723041116809	1.24419029821229	0.264665006775585	0.32818342831029
ENSGALG00000009366	ASIC5	acid sensing ion channel subunit family member 5 [Source:NCBI gene;Acc:428723]	4	20873531	20887179	-1	protein_coding	-1.56820176617814	-0.895973648330468	1.35132669970548	0.245046315247098	0.306074027209538
ENSGALG00000009368	RGS6	regulator of G-protein signaling 6 [Source:NCBI gene;Acc:395618]	5	26908701	27134788	-1	protein_coding	1.24625872046328	3.55576741834503	61.358780300047	4.75665284025195e-15	2.5549495989842e-14
ENSGALG00000009369	PRDX3	peroxiredoxin 3 [Source:NCBI gene;Acc:428986]	6	30976326	30981760	-1	protein_coding	-0.371324229417449	8.89066656996593	209.066703808841	2.19526367241972e-47	3.30448079729322e-46
ENSGALG00000009372	PHC3	polyhomeotic homolog 3 [Source:NCBI gene;Acc:429159]	9	19994295	20013955	1	protein_coding	0.496999980022842	0.771453335652249	1.17420692662525	0.278538513515153	0.342977908384167
ENSGALG00000009373	CTSO	cathepsin O [Source:NCBI gene;Acc:422410]	4	20906538	20914132	-1	protein_coding	0.0707982959364468	3.82069647954369	0.259316462828093	0.610590143263024	0.669710585057965
ENSGALG00000009378	PDGFC	platelet derived growth factor C [Source:NCBI gene;Acc:395469]	4	21202944	21318742	1	protein_coding	-0.0985298340493697	0.771451836098997	0.0465739415530972	0.829135879392716	0.864195054949656
ENSGALG00000009379	SEC62	SEC62 homolog, preprotein translocation factor [Source:NCBI gene;Acc:424993]	9	20031453	20047148	-1	protein_coding	0.011726051379196	7.1795944586523	0.0714897484203953	0.789179930967549	0.827879814417486
ENSGALG00000009381	SIPA1L1	signal induced proliferation associated 1 like 1 [Source:NCBI gene;Acc:423255]	5	27178967	27244842	-1	protein_coding	-0.396670599364414	4.30655521348533	11.3339961507379	0.000761009606528399	0.00169411063898777
ENSGALG00000009382	CAPN8	calpain 8 [Source:NCBI gene;Acc:428561]	3	17803816	17833090	1	protein_coding	-3.14753422707257	-0.6615091481474	5.40517017170686	0.0200771911020965	0.0345084934318919
ENSGALG00000009387		synaptojanin 2 binding protein [Source:NCBI gene;Acc:430724]	5	27699720	27751679	1	protein_coding	0.758185073916725	2.64593342747873	12.324470891166	0.000447058638578331	0.00103090387552764
ENSGALG00000009388	SUSD4	complement component 4 binding protein beta [Source:NCBI gene;Acc:770442]	3	17861903	17932443	1	protein_coding	1.40320098400944	0.993849322614473	10.4724911967347	0.0012116521887021	0.00263096212124188
ENSGALG00000009392	TLR5	toll like receptor 5 [Source:NCBI gene;Acc:554217]	3	17958137	17960722	1	protein_coding	0.388878838194422	0.016564832188151	0.32609477508622	0.567967725081915	0.630861005872314
ENSGALG00000009395	GLRB	glycine receptor beta [Source:NCBI gene;Acc:422411]	4	21362248	21407298	1	protein_coding	-0.998946097038206	0.26448900072764	2.70086856068847	0.100293595025678	0.142160173036715
ENSGALG00000009399	GATAD1	GATA zinc finger domain containing 1 [Source:NCBI gene;Acc:420551]	2	22622554	22625627	1	protein_coding	0.491830584546294	6.93338132648557	105.777509916378	8.24965936524642e-25	6.6692740391716e-24
ENSGALG00000009400	SLC8A3	solute carrier family 8 member A3 [Source:NCBI gene;Acc:395759]	5	27839047	27917728	1	protein_coding	-2.28125008086911	-0.398475061083246	4.85251150292544	0.0276059087486788	0.0462553226131009
ENSGALG00000009402	LRRC34	leucine rich repeat containing 34 [Source:NCBI gene;Acc:424996]	9	20090319	20105368	1	protein_coding	0.190495620694946	0.823918976410292	0.182918239389891	0.668877254182986	0.723863272257178
ENSGALG00000009403	GRK5	G protein-coupled receptor kinase 5 [Source:NCBI gene;Acc:423929]	6	30989133	31145085	1	protein_coding	1.02248969890226	0.797927570644163	4.88567661806501	0.0270804183306283	0.0454911769117954
ENSGALG00000009405	GRIA2	glutamate ionotropic receptor AMPA type subunit 2 [Source:NCBI gene;Acc:414894]	4	21423255	21510819	1	protein_coding	-0.656949152795419	4.96486067310123	48.3720509628402	3.52557369111776e-12	1.61659034377551e-11
ENSGALG00000009410	PEX1	peroxisomal biogenesis factor 1 [Source:NCBI gene;Acc:420554]	2	22648851	22674871	-1	protein_coding	-0.663364718528668	3.16120063238861	13.7305320557752	0.000210996393018845	0.000505736667946916
ENSGALG00000009413	BROX	BRO1 domain and CAAX motif containing [Source:NCBI gene;Acc:421334]	3	18081222	18103577	-1	protein_coding	-0.57815952748562	3.96781927081695	18.7298283360263	1.50608066425497e-05	4.11738542864887e-05
ENSGALG00000009415	SMOC1	SPARC related modular calcium binding 1 [Source:NCBI gene;Acc:768688]	5	27925918	28047170	-1	protein_coding	-1.10732090821683	4.71517445345696	109.959378344592	1.00019509183352e-25	8.3467143297495e-25
ENSGALG00000009421	SRSF5	serine and arginine rich splicing factor 5 [Source:NCBI gene;Acc:423258]	5	28087093	28091730	-1	protein_coding	-0.945033020038881	6.97184274682763	381.757784563941	5.15544571506498e-85	1.45556289681175e-83
ENSGALG00000009422	RGS10	regulator of G-protein signaling 10 [Source:NCBI gene;Acc:423930]	6	31170655	31187619	-1	protein_coding	0.477851677808612	3.37413173421729	8.49367018992492	0.00356384159946792	0.00709705942579327
ENSGALG00000009424	FOXP2	forkhead box P2 [Source:NCBI gene;Acc:769935]	1	26049718	26110344	-1	protein_coding	-0.114583939840383	3.4553508858763	0.52198341256245	0.469996838831627	0.536891028462006
ENSGALG00000009426	AIDA	axin interactor, dorsalization associated [Source:NCBI gene;Acc:421335]	3	18103016	18128618	1	protein_coding	-0.455397610450074	4.78636354106089	20.8336560174591	5.00948790144992e-06	1.44291930128765e-05
ENSGALG00000009428	SUSD6	sushi domain containing 6 [Source:NCBI gene;Acc:423259]	5	28098839	28167889	-1	protein_coding	-0.895514898419737	0.104025803201347	1.83240054538441	0.175844268000445	0.235560422693318
ENSGALG00000009429	RXFP1	relaxin/insulin like family peptide receptor 1 [Source:NCBI gene;Acc:422415]	4	21878289	21927832	1	protein_coding	0.048664990584002	0.264491368689605	0.0068377684113976	0.934097400323132	0.953033345032277
ENSGALG00000009433	BAG3	BCL2 associated athanogene 3 [Source:NCBI gene;Acc:423931]	6	31229092	31246998	1	protein_coding	-0.868440518189451	6.05324236619318	175.16171940831	5.5193941572309e-40	7.00088262315126e-39
ENSGALG00000009435	PPP1R3A	protein phosphatase 1 regulatory subunit 3A [Source:NCBI gene;Acc:101747406]	1	26502865	26529724	1	protein_coding	-2.3017914184177	-0.813511978450512	2.7026306171454	0.100182823050605	0.142056567428079
ENSGALG00000009438	SLC39A9	solute carrier family 39 member 9 [Source:NCBI gene;Acc:423261]	5	28215545	28232960	-1	protein_coding	-0.033661027395591	5.41209343818698	0.1783755506315	0.672772999275543	0.726735952994867
ENSGALG00000009439	GPR85	G protein-coupled receptor 85 [Source:NCBI gene;Acc:417775]	1	26817562	26821855	1	protein_coding	0.86394815153601	0.797927910292394	3.54346462253794	0.0597804695850969	0.0916353787604545
ENSGALG00000009440	BMT2	base methyltransferase of 25S rRNA 2 homolog [Source:NCBI gene;Acc:417776]	1	26909371	26943265	1	protein_coding	-0.00998213846795388	3.95319902500321	0.00566218598146984	0.940017793369937	0.957666263709789
ENSGALG00000009441	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:NCBI gene;Acc:421338]	3	18158312	18168470	1	protein_coding	-0.500130779312317	4.39807073852783	19.0939302604493	1.24440021497411e-05	3.43150916989887e-05
ENSGALG00000009442	ETFDH	electron transfer flavoprotein dehydrogenase [Source:NCBI gene;Acc:428724]	4	21928800	21947001	1	protein_coding	-0.0647466795606826	5.17011085379659	0.558208754522356	0.454982864200749	0.521346248595913
ENSGALG00000009443	TMEM168	transmembrane protein 168 [Source:NCBI gene;Acc:417777]	1	26946875	26968412	1	protein_coding	0.0500938613914211	1.33849270985889	0.0198812265353128	0.887869307730533	0.915692395623442
ENSGALG00000009445	INPP5F	inositol polyphosphate-5-phosphatase F [Source:NCBI gene;Acc:423932]	6	31268250	31304876	1	protein_coding	-1.72758121476816	4.17382241038712	165.632676455406	6.65433651375649e-38	7.97659907101587e-37
ENSGALG00000009446	LSMEM1	leucine rich single-pass membrane protein 1 [Source:NCBI gene;Acc:417778]	1	27049177	27056263	-1	protein_coding	1.32995745950947	1.2453913663338	11.827122957062	0.000583741205051513	0.00132197417854093
ENSGALG00000009448	IFRD1	interferon related developmental regulator 1 [Source:NCBI gene;Acc:395226]	1	27057994	27068635	-1	protein_coding	-0.710549956642487	5.84138444483174	103.072088882001	3.23172143687484e-24	2.54240942459658e-23
ENSGALG00000009450	DUSP10	dual specificity phosphatase 10 [Source:NCBI gene;Acc:421340]	3	18423363	18445768	1	protein_coding	0.554943267178901	4.93697336117717	34.4295204479205	4.41968762452233e-09	1.64650385583343e-08
ENSGALG00000009451	PPID	peptidylprolyl isomerase D [Source:NCBI gene;Acc:428725]	4	21945224	21955824	-1	protein_coding	0.94924307394101	7.33896998665984	497.467304003687	3.38093324336918e-110	1.27923474147071e-108
ENSGALG00000009452	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16 [Source:NCBI gene;Acc:423263]	5	28252274	28309388	-1	protein_coding	-1.35086348051327	0.145844555672498	4.12649981860458	0.0422165835578106	0.0676585465834626
ENSGALG00000009453	MARC1	mitochondrial amidoxime reducing component 1 [Source:NCBI gene;Acc:428563]	3	18723065	18732704	-1	protein_coding	0.0377555228745393	4.82714329774182	0.149742473956737	0.698781580949229	0.749088024970878
ENSGALG00000009454	ZNF277	zinc finger protein 277 [Source:NCBI gene;Acc:427859]	1	27109323	27142306	-1	protein_coding	0.380082086227015	3.97947981727572	8.31750309885289	0.00392648571937262	0.00777054387872282
ENSGALG00000009455	MCMBP	minichromosome maintenance complex binding protein [Source:NCBI gene;Acc:423933]	6	31307241	31321417	-1	protein_coding	-0.354012804886053	6.12631322446371	31.8565354879962	1.65990221213423e-08	5.94486548866104e-08
ENSGALG00000009456	EXD2	exonuclease 3'-5' domain containing 2 [Source:NCBI gene;Acc:423264]	5	28322687	28332169	-1	protein_coding	0.566288199360491	4.18401476250991	21.146837838623	4.25402604790085e-06	1.23362319491264e-05
ENSGALG00000009458		multiple EGF-like-domains 6-like [Source:NCBI gene;Acc:424998]	9	20477304	20626551	-1	protein_coding	3.19275871629196	-0.661506697860035	5.68727810659877	0.0170883398753504	0.0299638954148967
ENSGALG00000009463	DCAF5	DDB1 and CUL4 associated factor 5 [Source:NCBI gene;Acc:428876]	5	28339648	28406328	1	protein_coding	-0.737716299608974	4.17133917658174	34.7433614901646	3.76159199789522e-09	1.41031174198134e-08
ENSGALG00000009466	SEC23IP	SEC23 interacting protein [Source:NCBI gene;Acc:423934]	6	31321086	31337575	1	protein_coding	-0.639035010942022	1.32034042039353	3.09421624754447	0.0785709790165472	0.117236208001481
ENSGALG00000009467	RBM48	RNA binding motif protein 48 [Source:NCBI gene;Acc:420555]	2	22674892	22680498	1	protein_coding	0.27080494611452	4.40890314035606	5.73561953708396	0.0166242027467137	0.0294189677623995
ENSGALG00000009468		uncharacterized LOC425001 [Source:NCBI gene;Acc:425001]	9	20664119	20716340	-1	protein_coding	-4.06374409107633	-0.398475956833046	10.8099648616081	0.00100955218653157	0.00221287297697194
ENSGALG00000009470	SERPINI1	serpin family I member 1 [Source:NCBI gene;Acc:425002]	9	20725151	20764204	-1	protein_coding	-0.785744704066564	5.23564186424318	82.507443165353	1.05272965155421e-19	6.98721040804836e-19
ENSGALG00000009473	EFCAB1	EF-hand calcium binding domain 1 [Source:NCBI gene;Acc:420556]	2	22678104	22683834	-1	protein_coding	1.23919770612114	4.42391722472112	112.375699347321	2.95630034046064e-26	2.52579761807098e-25
ENSGALG00000009476	CDK6	cyclin dependent kinase 6 [Source:NCBI gene;Acc:420558]	2	22703461	22836675	-1	protein_coding	-0.789160147068112	6.29250923591704	171.552374514815	3.38938737031419e-39	4.18463319726693e-38
ENSGALG00000009477	PDCD10	programmed cell death 10 [Source:NCBI gene;Acc:425003]	9	20764374	20776134	1	protein_coding	0.352956973182505	6.15748156604869	32.5256916874023	1.17627208869456e-08	4.27190686080258e-08
ENSGALG00000009480	DOCK4	dedicator of cytokinesis 4 [Source:NCBI gene;Acc:417779]	1	27163396	27407139	1	protein_coding	1.36231807612314	1.12509603568114	11.1413267768123	0.000844254843181058	0.00187006986769138
ENSGALG00000009483	MARK1	microtubule affinity regulating kinase 1 [Source:NCBI gene;Acc:421342]	3	18746271	18800385	-1	protein_coding	0.110090585143662	4.64956719022288	1.12466003422864	0.288917236230523	0.353682770532447
ENSGALG00000009485	IMMP2L	inner mitochondrial membrane peptidase subunit 2 [Source:NCBI gene;Acc:417780]	1	27428136	27876726	1	protein_coding	1.23697544002611	1.54013547591447	13.2401661972444	0.000274013613253727	0.000647986274199503
ENSGALG00000009488	LRRN3	leucine rich repeat neuronal 3 [Source:NCBI gene;Acc:770169]	1	27616564	27618690	-1	protein_coding	2.34249455459924	-0.813510459426617	2.8436888450502	0.0917333987506669	0.133443553159611
ENSGALG00000009491	RAD51B	RAD51 paralog B [Source:NCBI gene;Acc:769071]	5	28602721	28945763	-1	protein_coding	0.523293978401714	1.58642519985816	2.62949032974763	0.104895380143015	0.147984300407216
ENSGALG00000009492	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9 [Source:NCBI gene;Acc:417783]	1	28562689	28571188	-1	protein_coding	0.741856479213738	5.3227253716384	79.3584568373804	5.18040232092681e-19	3.32910429913286e-18
ENSGALG00000009493	TMEM229B	transmembrane protein 229B [Source:NCBI gene;Acc:423269]	5	28959000	28968965	-1	protein_coding	-0.585814452964671	1.93542023106043	4.29526806288116	0.0382185707444624	0.0623743223241491
ENSGALG00000009494	THAP5	THAP domain containing 5 [Source:NCBI gene;Acc:417784]	1	28571393	28579128	1	protein_coding	0.355436529344135	6.21755040336144	34.3530696616641	4.59674783185318e-09	1.71074683444412e-08
ENSGALG00000009495	FGFR2	fibroblast growth factor receptor 2 [Source:NCBI gene;Acc:396259]	6	31834704	31906976	-1	protein_coding	-1.25803619244823	4.02212579985503	85.3702321050883	2.4741743399922e-20	1.67209692333373e-19
ENSGALG00000009496	NAF1	nuclear assembly factor 1 ribonucleoprotein [Source:NCBI gene;Acc:769997]	4	23323549	23339843	-1	protein_coding	0.784247969172568	6.10221489477811	150.781523850101	1.16987667079869e-34	1.27961731425414e-33
ENSGALG00000009497	AVPR2	arginine vasopressin receptor 2 [Source:NCBI gene;Acc:427860]	1	28630010	28633253	-1	protein_coding	1.60212160131626	-0.895972881882292	1.42185650182407	0.233098073562788	0.297087924697506
ENSGALG00000009499	NPY5R	neuropeptide Y receptor Y5 [Source:NCBI gene;Acc:422419]	4	23356377	23396539	1	protein_coding	1.51415946540126	0.970765934076407	11.748594486279	0.000608892015244018	0.00137445510908573
ENSGALG00000009500	VPS50	VPS50, EARP/GARPII complex subunit [Source:NCBI gene;Acc:420560]	2	22944848	23062879	1	protein_coding	0.42154800666115	3.86520627095119	9.41858621501527	0.00214797064237835	0.00446884339185683
ENSGALG00000009501	TMA16	translation machinery associated 16 homolog [Source:NCBI gene;Acc:770087]	4	23415290	23432605	1	protein_coding	0.936455281376359	5.98541892709859	195.807035637403	1.71742596921655e-44	2.43681715326082e-43
ENSGALG00000009502	ATE1	arginyltransferase 1 [Source:NCBI gene;Acc:423936]	6	31972921	32042255	-1	protein_coding	-0.774804619375527	4.49830806664532	48.0641450253177	4.12501034231214e-12	1.88214171648402e-11
ENSGALG00000009503	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:NCBI gene;Acc:421343]	3	18846742	18887139	1	protein_coding	-0.093169683065542	5.16884277665345	1.15428347052387	0.282654261154446	0.346970426073942
ENSGALG00000009505	PNPLA8	patatin like phospholipase domain containing 8 [Source:NCBI gene;Acc:417785]	1	28651041	28685420	1	protein_coding	0.530227044772073	3.46366614506338	11.1239916265039	0.000852181930220345	0.00188725299457916
ENSGALG00000009507	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:NCBI gene;Acc:423270]	5	29011050	29062894	1	protein_coding	-2.0750587557694	-0.459875556225611	3.7879904801397	0.0516215883694172	0.0802682958690942
ENSGALG00000009509	CALCR	calcitonin receptor [Source:NCBI gene;Acc:428425]	2	23060807	23197789	-1	protein_coding	-4.49945190459125	-0.228552549838119	14.8633036659773	0.000115589904926435	0.000286247128762614
ENSGALG00000009510	PIGH	phosphatidylinositol glycan anchor biosynthesis class H [Source:NCBI gene;Acc:423271]	5	29068716	29074495	-1	protein_coding	-2.49114811333528	0.0165595383258084	9.70417369676346	0.00183849972477688	0.00386970835779914
ENSGALG00000009512	TFPI2	tissue factor pathway inhibitor 2 [Source:NCBI gene;Acc:420561]	2	23301645	23311143	-1	protein_coding	-1.47766890220958	7.3261939685291	1094.92826014382	4.18023558923706e-240	4.15186970488152e-238
ENSGALG00000009514	NRCAM	neuronal cell adhesion molecule [Source:NCBI gene;Acc:396202]	1	28704251	28843445	1	protein_coding	1.60212185337602	-0.895972758094545	1.4218566790179	0.233098044443648	0.297087924697506
ENSGALG00000009519	ARG2	arginase 2 [Source:NCBI gene;Acc:423272]	5	29074720	29091937	1	protein_coding	0.0306151035148106	5.76978220013319	0.1887666360612	0.66394512401854	0.719856292356943
ENSGALG00000009520	MARCH1	membrane associated ring-CH-type finger 1 [Source:NCBI gene;Acc:422420]	4	23437223	23636944	-1	protein_coding	1.88802208511356	3.29274154625136	105.06834355904	1.17995047364075e-24	9.45660595733408e-24
ENSGALG00000009523	CNTN1	contactin 1 [Source:NCBI gene;Acc:417786]	1	28882582	29120860	1	protein_coding	2.72571080067887	1.66044033660399	53.3957885191442	2.72680807850981e-13	1.33039530988347e-12
ENSGALG00000009525	HAT1	histone acetyltransferase 1 [Source:NCBI gene;Acc:374037]	7	17895178	17914041	-1	protein_coding	0.373698515865601	3.33850050842363	5.08525277474704	0.0241301589202635	0.0408559951033502
ENSGALG00000009526	VTI1B	vesicle transport through interaction with t-SNAREs 1B [Source:NCBI gene;Acc:423273]	5	29091857	29099825	-1	protein_coding	0.462252372833279	6.27171017566894	60.0150522662147	9.41347033935577e-15	4.99358340748658e-14
ENSGALG00000009528	TMEM192	transmembrane protein 192 [Source:NCBI gene;Acc:107053202]	4	23756329	23808676	-1	protein_coding	1.29066559514678	5.72586483064368	298.693744030584	6.34399141198129e-67	1.35192644572567e-65
ENSGALG00000009530	PDZRN4	PDZ domain containing ring finger 4 [Source:NCBI gene;Acc:417787]	1	29166774	29412777	1	protein_coding	-2.00125367677451	1.1250787573206	20.9777633822811	4.64645149582814e-06	1.34217414800291e-05
ENSGALG00000009532	GXYLT1	glucoside xylosyltransferase 1 [Source:NCBI gene;Acc:417789]	1	29589324	29620342	-1	protein_coding	1.14277365696881	5.70062489508553	234.576128374716	5.98972677599457e-53	1.02192823092275e-51
ENSGALG00000009533	NMD3	NMD3 ribosome export adaptor [Source:NCBI gene;Acc:425009]	9	22123904	22133458	1	protein_coding	0.232545886663764	5.15614614114508	7.12727368823778	0.0075920077783036	0.014299609638647
ENSGALG00000009538		retinol dehydrogenase 11 (all-trans/9-cis/11-cis) [Source:NCBI gene;Acc:423274]	5	29100045	29107183	1	protein_coding	0.892347774564802	5.66506300767813	143.433736385824	4.72495300919587e-33	4.93988508217057e-32
ENSGALG00000009540	YAF2	YY1 associated factor 2 [Source:NCBI gene;Acc:417790]	1	29633538	29660476	-1	protein_coding	-0.13203921075452	6.55228020204705	5.9588434359764	0.0146436441192585	0.0261470139940019
ENSGALG00000009544	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1 [Source:NCBI gene;Acc:417791]	1	29690804	29702640	-1	protein_coding	1.09939736833844	8.53774512710378	1407.76145917648	4.32365261899975e-308	5.79473635346424e-306
ENSGALG00000009545	SLC25A12	solute carrier family 25 member 12 [Source:NCBI gene;Acc:431387]	7	17886474	17959918	1	protein_coding	0.320359526298562	4.09606630834726	6.43037546785612	0.0112184860989943	0.0204313096537676
ENSGALG00000009547	PPHLN1	periphilin 1 [Source:NCBI gene;Acc:417792]	1	29702686	29770993	1	protein_coding	0.573121686027819	5.32269833610353	47.9201277689648	4.43940662998655e-12	2.02310361949899e-11
ENSGALG00000009549	KPNA4	karyopherin subunit alpha 4 [Source:NCBI gene;Acc:425012]	9	22276441	22299523	1	protein_coding	-0.0935621695669189	7.12440562745133	4.38449480660763	0.0362672383753425	0.0595215048225598
ENSGALG00000009551	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2 [Source:NCBI gene;Acc:424151]	7	17962890	17987030	-1	protein_coding	-0.460874005576868	5.05543751202289	25.7198664854807	3.94742531071596e-07	1.26432202869507e-06
ENSGALG00000009553	SMC4	structural maintenance of chromosomes 4 [Source:NCBI gene;Acc:395189]	9	22313604	22345248	-1	protein_coding	0.38160920660225	6.33633854138151	42.875078912385	5.83492481838498e-11	2.48593273380753e-10
ENSGALG00000009554	KLHL2	kelch like family member 2 [Source:NCBI gene;Acc:422422]	4	23814566	23878305	1	protein_coding	0.476662123194329	4.72051443084081	21.9371101454766	2.81732819510096e-06	8.32181594325627e-06
ENSGALG00000009556	PRICKLE1	prickle planar cell polarity protein 1 [Source:NCBI gene;Acc:417793]	1	29774813	29833578	-1	protein_coding	-0.106621939571029	0.71700383078157	0.0518079814961607	0.819946593939341	0.855562317146428
ENSGALG00000009559	IFT80	intraflagellar transport 80 [Source:NCBI gene;Acc:425014]	9	22347523	22391052	1	protein_coding	0.632130058984846	4.7308661187349	38.513905989466	5.43649397554449e-10	2.18087122192416e-09
ENSGALG00000009560	MSMO1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:422423]	4	23878783	23885142	1	protein_coding	0.0557733804772307	5.223585765019	0.430264906620822	0.511858991234425	0.577886878970034
ENSGALG00000009562	PLEK2	pleckstrin 2 [Source:NCBI gene;Acc:423278]	5	29157311	29169648	-1	protein_coding	-2.9787454112858	0.5711472260153	22.3838038419037	2.23248739850373e-06	6.67765254664037e-06
ENSGALG00000009564	METTL8	methyltransferase like 8 [Source:NCBI gene;Acc:424154]	7	18041029	18067715	1	protein_coding	0.531395171475285	2.84312231033248	7.11432573229471	0.00764703605337141	0.0143704187203139
ENSGALG00000009565	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha [Source:NCBI gene;Acc:423279]	5	29170078	29180567	-1	protein_coding	-0.167900413049444	7.15476386810127	14.3810829429822	0.000149294625532607	0.000365321912543934
ENSGALG00000009566	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial [Source:NCBI gene;Acc:421346]	3	18886888	18911956	-1	protein_coding	-0.533306707389401	4.49023592511019	23.1088979476011	1.53080655735533e-06	4.65519194751797e-06
ENSGALG00000009567	TLL1	tolloid like 1 [Source:NCBI gene;Acc:395441]	4	24072461	24205658	1	protein_coding	-0.394144950930539	1.45950464646988	1.34408119980661	0.246315520783456	0.307590239469597
ENSGALG00000009568	SPOCK3	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3 [Source:NCBI gene;Acc:422425]	4	24520359	24685116	-1	protein_coding	1.16773984368646	4.25980848203366	89.7288087197322	2.73148462506183e-21	1.93166147292993e-20
ENSGALG00000009569	TLK1	tousled like kinase 1 [Source:NCBI gene;Acc:424155]	7	18072747	18156068	1	protein_coding	0.62644017840896	4.95326034289196	44.1769083643032	2.99999417311685e-11	1.30410063234669e-10
ENSGALG00000009570	ATP6V1D	ATPase H+ transporting V1 subunit D [Source:NCBI gene;Acc:423280]	5	29180275	29311574	1	protein_coding	0.3677891706208	7.0689591050041	65.0577095062294	7.27364295272025e-16	4.06592985960101e-15
ENSGALG00000009572	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:NCBI gene;Acc:417794]	1	30046660	30129302	-1	protein_coding	2.28351511187649	0.145850985608272	10.2276005194793	0.00138354533613441	0.00297574600138421
ENSGALG00000009573	ANXA10	annexin A10 [Source:NCBI gene;Acc:770326]	4	24927202	24945212	1	protein_coding	-1.545412965359	-0.59111968176545	1.82310353851627	0.176944297763167	0.236549972650312
ENSGALG00000009574	IL12A	interleukin 12A [Source:NCBI gene;Acc:407090]	9	22414329	22416411	-1	protein_coding	0.786337022419263	0.688992203916493	2.6676396708784	0.102407797150729	0.144898385034415
ENSGALG00000009576	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1 [Source:NCBI gene;Acc:421347]	3	18892413	18922845	1	protein_coding	0.738348747966146	4.80290312544831	54.8277606544254	1.31569162643883e-13	6.54550700022609e-13
ENSGALG00000009577	PUS7L	pseudouridylate synthase 7 like [Source:NCBI gene;Acc:417795]	1	30181037	30190843	-1	protein_coding	-0.63674518460592	3.4259337118405	15.3548429436355	8.90922652681112e-05	0.000223262527335541
ENSGALG00000009581	MPP5	membrane palmitoylated protein 5 [Source:NCBI gene;Acc:423281]	5	29189427	29237604	-1	protein_coding	-1.09594208442408	4.46356800871744	90.454823340994	1.8924901450255e-21	1.35296017823031e-20
ENSGALG00000009583	GORASP2	golgi reassembly stacking protein 2 [Source:NCBI gene;Acc:424156]	7	18170242	18183928	-1	protein_coding	0.0661306579717707	6.1726580039486	1.15919651584338	0.281632238305434	0.346136009160275
ENSGALG00000009587	GPHN	gephyrin [Source:NCBI gene;Acc:428878]	5	29263703	29530569	-1	protein_coding	-0.182695056803727	3.65680282236221	1.53052237522905	0.216034062464972	0.283202689796503
ENSGALG00000009593	MFSD1	major facilitator superfamily domain containing 1 [Source:NCBI gene;Acc:425017]	9	22562051	22572591	-1	protein_coding	0.279816606691362	6.04313860383807	18.9554053239471	1.33809642297417e-05	3.68166821893759e-05
ENSGALG00000009594	RARRES1	retinoic acid receptor responder 1 [Source:NCBI gene;Acc:395209]	9	22591912	22599539	1	protein_coding	0.199110390733038	6.25202187798233	11.0790465131091	0.000873086831095894	0.00193047463905997
ENSGALG00000009595	TWF1	twinfilin actin binding protein 1 [Source:NCBI gene;Acc:417797]	1	30203889	30222692	-1	protein_coding	-1.02348877003051	5.28556100845285	141.120334640159	1.51436017751336e-32	1.56558946232887e-31
ENSGALG00000009596	TMEM117	transmembrane protein 117 [Source:NCBI gene;Acc:417798]	1	30234476	30430729	1	protein_coding	0.0484538613422497	0.186489112787992	0.00621618236792054	0.937157684436881	0.955191095606542
ENSGALG00000009598	EPRS	glutamyl-prolyl-tRNA synthetase [Source:NCBI gene;Acc:421348]	3	18926218	18963234	1	protein_coding	-0.0580087774817648	7.16786266512991	1.73546317461063	0.187714700721149	0.249092011311232
